Артикул;Назва;Колір;Категорія;Опис;Стиль;Елементи обробки та декору;Силует;Довжина ;Рукав;Матеріал;Розмір;Ціна;Зображення;Колекція;Група;Тема
0822/44/1309;Сукня “Соломія” червона;червоний;Одяг/Для жінок/Сукні;Офісна сукня класичного стилю, прямого силуету. В бічних швах - внутрішні кишені. По пілочці розташована застібка-планка. Обабіч від планки розміщені три ряди защипів. Низ виробу оздоблений вишивкою квітів. Низ рукава оброблений манжетом із застібкою, яка складається з петлі та ґудзика. Горловина оброблена бейкою. Рукав реглан довжиною ¾. Довжина виробу в розмірах 42-50: 89 см, 52-54: 93 см.;Офісний,Фолк/Етно;Вишивка/Рішельє;Прямий;Середня;Довгий;100% льон;44;1490;0822-1309.jpg,0822-1309-1.jpg;Літо 2017;Вишитий одяг;Маки,Симфонія квітів
0822/46/1309;Сукня “Соломія” червона;червоний;Одяг/Для жінок/Сукні;Офісна сукня класичного стилю, прямого силуету. В бічних швах - внутрішні кишені. По пілочці розташована застібка-планка. Обабіч від планки розміщені три ряди защипів. Низ виробу оздоблений вишивкою квітів. Низ рукава оброблений манжетом із застібкою, яка складається з петлі та ґудзика. Горловина оброблена бейкою. Рукав реглан довжиною ¾. Довжина виробу в розмірах 42-50: 89 см, 52-54: 93 см.;Офісний,Фолк/Етно;Вишивка/Рішельє;Прямий;Середня;Довгий;100% льон;46;1490;0822-1309.jpg,0822-1309-1.jpg;Літо 2017;Вишитий одяг;Маки,Симфонія квітів
0822/48/1309;Сукня “Соломія” червона;червоний;Одяг/Для жінок/Сукні;Офісна сукня класичного стилю, прямого силуету. В бічних швах - внутрішні кишені. По пілочці розташована застібка-планка. Обабіч від планки розміщені три ряди защипів. Низ виробу оздоблений вишивкою квітів. Низ рукава оброблений манжетом із застібкою, яка складається з петлі та ґудзика. Горловина оброблена бейкою. Рукав реглан довжиною ¾. Довжина виробу в розмірах 42-50: 89 см, 52-54: 93 см.;Офісний,Фолк/Етно;Вишивка/Рішельє;Прямий;Середня;Довгий;100% льон;48;1490;0822-1309.jpg,0822-1309-1.jpg;Літо 2017;Вишитий одяг;Маки,Симфонія квітів
0822/50/1309;Сукня “Соломія” червона;червоний;Одяг/Для жінок/Сукні;Офісна сукня класичного стилю, прямого силуету. В бічних швах - внутрішні кишені. По пілочці розташована застібка-планка. Обабіч від планки розміщені три ряди защипів. Низ виробу оздоблений вишивкою квітів. Низ рукава оброблений манжетом із застібкою, яка складається з петлі та ґудзика. Горловина оброблена бейкою. Рукав реглан довжиною ¾. Довжина виробу в розмірах 42-50: 89 см, 52-54: 93 см.;Офісний,Фолк/Етно;Вишивка/Рішельє;Прямий;Середня;Довгий;100% льон;50;1490;0822-1309.jpg,0822-1309-1.jpg;Літо 2017;Вишитий одяг;Маки,Симфонія квітів
0822/52/1309;Сукня “Соломія” червона;червоний;Одяг/Для жінок/Сукні;Офісна сукня класичного стилю, прямого силуету. В бічних швах - внутрішні кишені. По пілочці розташована застібка-планка. Обабіч від планки розміщені три ряди защипів. Низ виробу оздоблений вишивкою квітів. Низ рукава оброблений манжетом із застібкою, яка складається з петлі та ґудзика. Горловина оброблена бейкою. Рукав реглан довжиною ¾. Довжина виробу в розмірах 42-50: 89 см, 52-54: 93 см.;Офісний,Фолк/Етно;Вишивка/Рішельє;Прямий;Середня;Довгий;100% льон;52;1490;0822-1309.jpg,0822-1309-1.jpg;Літо 2017;Вишитий одяг;Маки,Симфонія квітів
0822/54/1309;Сукня “Соломія” червона;червоний;Одяг/Для жінок/Сукні;Офісна сукня класичного стилю, прямого силуету. В бічних швах - внутрішні кишені. По пілочці розташована застібка-планка. Обабіч від планки розміщені три ряди защипів. Низ виробу оздоблений вишивкою квітів. Низ рукава оброблений манжетом із застібкою, яка складається з петлі та ґудзика. Горловина оброблена бейкою. Рукав реглан довжиною ¾. Довжина виробу в розмірах 42-50: 89 см, 52-54: 93 см.;Офісний,Фолк/Етно;Вишивка/Рішельє;Прямий;Середня;Довгий;100% льон;54;1490;0822-1309.jpg,0822-1309-1.jpg;Літо 2017;Вишитий одяг;Маки,Симфонія квітів
0822/42/443;Сукня “Соломія” темно-синя;синій;Одяг/Для жінок/Сукні;Офісна сукня класичного стилю, прямого силуету. В бічних швах - внутрішні кишені. По пілочці розташована застібка-планка. Обабіч від планки розміщені три ряди защипів. Низ виробу оздоблений вишивкою квітів. Низ рукава оброблений манжетом із застібкою, яка складається з петлі та ґудзика. Горловина оброблена бейкою. Рукав реглан довжиною ¾. Довжина виробу в розмірах 42-50: 89 см, 52-54: 93 см.;Офісний,Фолк/Етно;Вишивка/Рішельє;Прямий;Середня;Довгий;100% льон;42;1490;0822-443.jpg,0822-443-1.jpg;Літо 2017;Вишитий одяг;Маки,Симфонія квітів
0822/44/443;Сукня “Соломія” темно-синя;синій;Одяг/Для жінок/Сукні;Офісна сукня класичного стилю, прямого силуету. В бічних швах - внутрішні кишені. По пілочці розташована застібка-планка. Обабіч від планки розміщені три ряди защипів. Низ виробу оздоблений вишивкою квітів. Низ рукава оброблений манжетом із застібкою, яка складається з петлі та ґудзика. Горловина оброблена бейкою. Рукав реглан довжиною ¾. Довжина виробу в розмірах 42-50: 89 см, 52-54: 93 см.;Офісний,Фолк/Етно;Вишивка/Рішельє;Прямий;Середня;Довгий;100% льон;44;1490;0822-443.jpg,0822-443-1.jpg;Літо 2017;Вишитий одяг;Маки,Симфонія квітів
0822/46/443;Сукня “Соломія” темно-синя;синій;Одяг/Для жінок/Сукні;Офісна сукня класичного стилю, прямого силуету. В бічних швах - внутрішні кишені. По пілочці розташована застібка-планка. Обабіч від планки розміщені три ряди защипів. Низ виробу оздоблений вишивкою квітів. Низ рукава оброблений манжетом із застібкою, яка складається з петлі та ґудзика. Горловина оброблена бейкою. Рукав реглан довжиною ¾. Довжина виробу в розмірах 42-50: 89 см, 52-54: 93 см.;Офісний,Фолк/Етно;Вишивка/Рішельє;Прямий;Середня;Довгий;100% льон;46;1490;0822-443.jpg,0822-443-1.jpg;Літо 2017;Вишитий одяг;Маки,Симфонія квітів
0822/48/443;Сукня “Соломія” темно-синя;синій;Одяг/Для жінок/Сукні;Офісна сукня класичного стилю, прямого силуету. В бічних швах - внутрішні кишені. По пілочці розташована застібка-планка. Обабіч від планки розміщені три ряди защипів. Низ виробу оздоблений вишивкою квітів. Низ рукава оброблений манжетом із застібкою, яка складається з петлі та ґудзика. Горловина оброблена бейкою. Рукав реглан довжиною ¾. Довжина виробу в розмірах 42-50: 89 см, 52-54: 93 см.;Офісний,Фолк/Етно;Вишивка/Рішельє;Прямий;Середня;Довгий;100% льон;48;1490;0822-443.jpg,0822-443-1.jpg;Літо 2017;Вишитий одяг;Маки,Симфонія квітів
0822/50/443;Сукня “Соломія” темно-синя;синій;Одяг/Для жінок/Сукні;Офісна сукня класичного стилю, прямого силуету. В бічних швах - внутрішні кишені. По пілочці розташована застібка-планка. Обабіч від планки розміщені три ряди защипів. Низ виробу оздоблений вишивкою квітів. Низ рукава оброблений манжетом із застібкою, яка складається з петлі та ґудзика. Горловина оброблена бейкою. Рукав реглан довжиною ¾. Довжина виробу в розмірах 42-50: 89 см, 52-54: 93 см.;Офісний,Фолк/Етно;Вишивка/Рішельє;Прямий;Середня;Довгий;100% льон;50;1490;0822-443.jpg,0822-443-1.jpg;Літо 2017;Вишитий одяг;Маки,Симфонія квітів
0822/52/443;Сукня “Соломія” темно-синя;синій;Одяг/Для жінок/Сукні;Офісна сукня класичного стилю, прямого силуету. В бічних швах - внутрішні кишені. По пілочці розташована застібка-планка. Обабіч від планки розміщені три ряди защипів. Низ виробу оздоблений вишивкою квітів. Низ рукава оброблений манжетом із застібкою, яка складається з петлі та ґудзика. Горловина оброблена бейкою. Рукав реглан довжиною ¾. Довжина виробу в розмірах 42-50: 89 см, 52-54: 93 см.;Офісний,Фолк/Етно;Вишивка/Рішельє;Прямий;Середня;Довгий;100% льон;52;1490;0822-443.jpg,0822-443-1.jpg;Літо 2017;Вишитий одяг;Маки,Симфонія квітів
0822/54/443;Сукня “Соломія” темно-синя;синій;Одяг/Для жінок/Сукні;Офісна сукня класичного стилю, прямого силуету. В бічних швах - внутрішні кишені. По пілочці розташована застібка-планка. Обабіч від планки розміщені три ряди защипів. Низ виробу оздоблений вишивкою квітів. Низ рукава оброблений манжетом із застібкою, яка складається з петлі та ґудзика. Горловина оброблена бейкою. Рукав реглан довжиною ¾. Довжина виробу в розмірах 42-50: 89 см, 52-54: 93 см.;Офісний,Фолк/Етно;Вишивка/Рішельє;Прямий;Середня;Довгий;100% льон;54;1490;0822-443.jpg,0822-443-1.jpg;Літо 2017;Вишитий одяг;Маки,Симфонія квітів
0798/42/1309;Сукня “Корнелія” молочно-червона;багатоколірний;Одяг/Для жінок/Сукні;Сучасна вишукана сукня класичного стилю прилеглого силуету. Поєднання двох кольорів та вишивки робить цей виріб особливо нарядним. Горловина кругла, оздоблена вишитою смужкою. Рукав короткий, спідниця пряма.;Офісний;Вишивка/Рішельє;Прилеглий;Середня;Короткий;100% льон;42;1390;0798-1309.jpg,0798-1309-2.jpg;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Міський романс
0798/44/1309;Сукня “Корнелія” молочно-червона;багатоколірний;Одяг/Для жінок/Сукні;Сучасна вишукана сукня класичного стилю прилеглого силуету. Поєднання двох кольорів та вишивки робить цей виріб особливо нарядним. Горловина кругла, оздоблена вишитою смужкою. Рукав короткий, спідниця пряма.;Офісний;Вишивка/Рішельє;Прилеглий;Середня;Короткий;100% льон;44;1390;0798-1309.jpg,0798-1309-2.jpg;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Міський романс
0798/46/1309;Сукня “Корнелія” молочно-червона;багатоколірний;Одяг/Для жінок/Сукні;Сучасна вишукана сукня класичного стилю прилеглого силуету. Поєднання двох кольорів та вишивки робить цей виріб особливо нарядним. Горловина кругла, оздоблена вишитою смужкою. Рукав короткий, спідниця пряма.;Офісний;Вишивка/Рішельє;Прилеглий;Середня;Короткий;100% льон;46;1390;0798-1309.jpg,0798-1309-2.jpg;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Міський романс
0798/48/1309;Сукня “Корнелія” молочно-червона;багатоколірний;Одяг/Для жінок/Сукні;Сучасна вишукана сукня класичного стилю прилеглого силуету. Поєднання двох кольорів та вишивки робить цей виріб особливо нарядним. Горловина кругла, оздоблена вишитою смужкою. Рукав короткий, спідниця пряма.;Офісний;Вишивка/Рішельє;Прилеглий;Середня;Короткий;100% льон;48;1390;0798-1309.jpg,0798-1309-2.jpg;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Міський романс
0798/50/1309;Сукня “Корнелія” молочно-червона;багатоколірний;Одяг/Для жінок/Сукні;Сучасна вишукана сукня класичного стилю прилеглого силуету. Поєднання двох кольорів та вишивки робить цей виріб особливо нарядним. Горловина кругла, оздоблена вишитою смужкою. Рукав короткий, спідниця пряма.;Офісний;Вишивка/Рішельє;Прилеглий;Середня;Короткий;100% льон;50;1390;0798-1309.jpg,0798-1309-2.jpg;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Міський романс
0798/52/1309;Сукня “Корнелія” молочно-червона;багатоколірний;Одяг/Для жінок/Сукні;Сучасна вишукана сукня класичного стилю прилеглого силуету. Поєднання двох кольорів та вишивки робить цей виріб особливо нарядним. Горловина кругла, оздоблена вишитою смужкою. Рукав короткий, спідниця пряма.;Офісний;Вишивка/Рішельє;Прилеглий;Середня;Короткий;100% льон;52;1390;0798-1309.jpg,0798-1309-2.jpg;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Міський романс
0798/54/1309;Сукня “Корнелія” молочно-червона;багатоколірний;Одяг/Для жінок/Сукні;Сучасна вишукана сукня класичного стилю прилеглого силуету. Поєднання двох кольорів та вишивки робить цей виріб особливо нарядним. Горловина кругла, оздоблена вишитою смужкою. Рукав короткий, спідниця пряма.;Офісний;Вишивка/Рішельє;Прилеглий;Середня;Короткий;100% льон;54;1390;0798-1309.jpg,0798-1309-2.jpg;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Міський романс
0798/42/474;Сукня “Корнелія” молочно-синя;багатоколірний;Одяг/Для жінок/Сукні;Сучасна вишукана сукня класичного стилю прилеглого силуету. Поєднання двох кольорів та вишивки робить цей виріб особливо нарядним. Горловина кругла, оздоблена вишитою смужкою. Рукав короткий, спідниця пряма.;Офісний;Вишивка/Рішельє;Прилеглий;Середня;Короткий;100% льон;42;1390;0798-474.jpg,0798-474-2.jpg;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Міський романс
0798/44/474;Сукня “Корнелія” молочно-синя;багатоколірний;Одяг/Для жінок/Сукні;Сучасна вишукана сукня класичного стилю прилеглого силуету. Поєднання двох кольорів та вишивки робить цей виріб особливо нарядним. Горловина кругла, оздоблена вишитою смужкою. Рукав короткий, спідниця пряма.;Офісний;Вишивка/Рішельє;Прилеглий;Середня;Короткий;100% льон;44;1390;0798-474.jpg,0798-474-2.jpg;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Міський романс
0798/46/474;Сукня “Корнелія” молочно-синя;багатоколірний;Одяг/Для жінок/Сукні;Сучасна вишукана сукня класичного стилю прилеглого силуету. Поєднання двох кольорів та вишивки робить цей виріб особливо нарядним. Горловина кругла, оздоблена вишитою смужкою. Рукав короткий, спідниця пряма.;Офісний;Вишивка/Рішельє;Прилеглий;Середня;Короткий;100% льон;46;1390;0798-474.jpg,0798-474-2.jpg;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Міський романс
0798/48/474;Сукня “Корнелія” молочно-синя;багатоколірний;Одяг/Для жінок/Сукні;Сучасна вишукана сукня класичного стилю прилеглого силуету. Поєднання двох кольорів та вишивки робить цей виріб особливо нарядним. Горловина кругла, оздоблена вишитою смужкою. Рукав короткий, спідниця пряма.;Офісний;Вишивка/Рішельє;Прилеглий;Середня;Короткий;100% льон;48;1390;0798-474.jpg,0798-474-2.jpg;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Міський романс
0798/50/474;Сукня “Корнелія” молочно-синя;багатоколірний;Одяг/Для жінок/Сукні;Сучасна вишукана сукня класичного стилю прилеглого силуету. Поєднання двох кольорів та вишивки робить цей виріб особливо нарядним. Горловина кругла, оздоблена вишитою смужкою. Рукав короткий, спідниця пряма.;Офісний;Вишивка/Рішельє;Прилеглий;Середня;Короткий;100% льон;50;1390;0798-474.jpg,0798-474-2.jpg;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Міський романс
0798/52/474;Сукня “Корнелія” молочно-синя;багатоколірний;Одяг/Для жінок/Сукні;Сучасна вишукана сукня класичного стилю прилеглого силуету. Поєднання двох кольорів та вишивки робить цей виріб особливо нарядним. Горловина кругла, оздоблена вишитою смужкою. Рукав короткий, спідниця пряма.;Офісний;Вишивка/Рішельє;Прилеглий;Середня;Короткий;100% льон;52;1390;0798-474.jpg,0798-474-2.jpg;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Міський романс
0798/54/474;Сукня “Корнелія” молочно-синя;багатоколірний;Одяг/Для жінок/Сукні;Сучасна вишукана сукня класичного стилю прилеглого силуету. Поєднання двох кольорів та вишивки робить цей виріб особливо нарядним. Горловина кругла, оздоблена вишитою смужкою. Рукав короткий, спідниця пряма.;Офісний;Вишивка/Рішельє;Прилеглий;Середня;Короткий;100% льон;54;1390;0798-474.jpg,0798-474-2.jpg;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Міський романс
0798/42/504;Сукня “Корнелія” молочно-кавова;багатоколірний;Одяг/Для жінок/Сукні;Сучасна вишукана сукня класичного стилю прилеглого силуету. Поєднання двох кольорів та вишивки робить цей виріб особливо нарядним. Горловина кругла, оздоблена вишитою смужкою. Рукав короткий, спідниця пряма.;Офісний;Вишивка/Рішельє;Прилеглий;Середня;Короткий;100% льон;42;1390;0798-504.jpg,0798-504-2.jpg;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Міський романс
0798/44/504;Сукня “Корнелія” молочно-кавова;багатоколірний;Одяг/Для жінок/Сукні;Сучасна вишукана сукня класичного стилю прилеглого силуету. Поєднання двох кольорів та вишивки робить цей виріб особливо нарядним. Горловина кругла, оздоблена вишитою смужкою. Рукав короткий, спідниця пряма.;Офісний;Вишивка/Рішельє;Прилеглий;Середня;Короткий;100% льон;44;1390;0798-504.jpg,0798-504-2.jpg;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Міський романс
0798/46/504;Сукня “Корнелія” молочно-кавова;багатоколірний;Одяг/Для жінок/Сукні;Сучасна вишукана сукня класичного стилю прилеглого силуету. Поєднання двох кольорів та вишивки робить цей виріб особливо нарядним. Горловина кругла, оздоблена вишитою смужкою. Рукав короткий, спідниця пряма.;Офісний;Вишивка/Рішельє;Прилеглий;Середня;Короткий;100% льон;46;1390;0798-504.jpg,0798-504-2.jpg;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Міський романс
0798/48/504;Сукня “Корнелія” молочно-кавова;багатоколірний;Одяг/Для жінок/Сукні;Сучасна вишукана сукня класичного стилю прилеглого силуету. Поєднання двох кольорів та вишивки робить цей виріб особливо нарядним. Горловина кругла, оздоблена вишитою смужкою. Рукав короткий, спідниця пряма.;Офісний;Вишивка/Рішельє;Прилеглий;Середня;Короткий;100% льон;48;1390;0798-504.jpg,0798-504-2.jpg;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Міський романс
0798/50/504;Сукня “Корнелія” молочно-кавова;багатоколірний;Одяг/Для жінок/Сукні;Сучасна вишукана сукня класичного стилю прилеглого силуету. Поєднання двох кольорів та вишивки робить цей виріб особливо нарядним. Горловина кругла, оздоблена вишитою смужкою. Рукав короткий, спідниця пряма.;Офісний;Вишивка/Рішельє;Прилеглий;Середня;Короткий;100% льон;50;1390;0798-504.jpg,0798-504-2.jpg;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Міський романс
0798/52/504;Сукня “Корнелія” молочно-кавова;багатоколірний;Одяг/Для жінок/Сукні;Сучасна вишукана сукня класичного стилю прилеглого силуету. Поєднання двох кольорів та вишивки робить цей виріб особливо нарядним. Горловина кругла, оздоблена вишитою смужкою. Рукав короткий, спідниця пряма.;Офісний;Вишивка/Рішельє;Прилеглий;Середня;Короткий;100% льон;52;1390;0798-504.jpg,0798-504-2.jpg;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Міський романс
0798/54/504;Сукня “Корнелія” молочно-кавова;багатоколірний;Одяг/Для жінок/Сукні;Сучасна вишукана сукня класичного стилю прилеглого силуету. Поєднання двох кольорів та вишивки робить цей виріб особливо нарядним. Горловина кругла, оздоблена вишитою смужкою. Рукав короткий, спідниця пряма.;Офісний;Вишивка/Рішельє;Прилеглий;Середня;Короткий;100% льон;54;1390;0798-504.jpg,0798-504-2.jpg;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Міський романс
0798/42/908;Сукня “Корнелія” молочно-оливкова;багатоколірний;Одяг/Для жінок/Сукні;Сучасна вишукана сукня класичного стилю прилеглого силуету. Поєднання двох кольорів та вишивки робить цей виріб особливо нарядним. Горловина кругла, оздоблена вишитою смужкою. Рукав короткий, спідниця пряма.;Офісний;Вишивка/Рішельє;Прилеглий;Середня;Короткий;100% льон;42;1390;0798-908.jpg,0798-908-2.jpg;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Міський романс
0798/44/908;Сукня “Корнелія” молочно-оливкова;багатоколірний;Одяг/Для жінок/Сукні;Сучасна вишукана сукня класичного стилю прилеглого силуету. Поєднання двох кольорів та вишивки робить цей виріб особливо нарядним. Горловина кругла, оздоблена вишитою смужкою. Рукав короткий, спідниця пряма.;Офісний;Вишивка/Рішельє;Прилеглий;Середня;Короткий;100% льон;44;1390;0798-908.jpg,0798-908-2.jpg;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Міський романс
0798/46/908;Сукня “Корнелія” молочно-оливкова;багатоколірний;Одяг/Для жінок/Сукні;Сучасна вишукана сукня класичного стилю прилеглого силуету. Поєднання двох кольорів та вишивки робить цей виріб особливо нарядним. Горловина кругла, оздоблена вишитою смужкою. Рукав короткий, спідниця пряма.;Офісний;Вишивка/Рішельє;Прилеглий;Середня;Короткий;100% льон;46;1390;0798-908.jpg,0798-908-2.jpg;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Міський романс
0798/48/908;Сукня “Корнелія” молочно-оливкова;багатоколірний;Одяг/Для жінок/Сукні;Сучасна вишукана сукня класичного стилю прилеглого силуету. Поєднання двох кольорів та вишивки робить цей виріб особливо нарядним. Горловина кругла, оздоблена вишитою смужкою. Рукав короткий, спідниця пряма.;Офісний;Вишивка/Рішельє;Прилеглий;Середня;Короткий;100% льон;48;1390;0798-908.jpg,0798-908-2.jpg;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Міський романс
0798/50/908;Сукня “Корнелія” молочно-оливкова;багатоколірний;Одяг/Для жінок/Сукні;Сучасна вишукана сукня класичного стилю прилеглого силуету. Поєднання двох кольорів та вишивки робить цей виріб особливо нарядним. Горловина кругла, оздоблена вишитою смужкою. Рукав короткий, спідниця пряма.;Офісний;Вишивка/Рішельє;Прилеглий;Середня;Короткий;100% льон;50;1390;0798-908.jpg,0798-908-2.jpg;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Міський романс
0798/52/908;Сукня “Корнелія” молочно-оливкова;багатоколірний;Одяг/Для жінок/Сукні;Сучасна вишукана сукня класичного стилю прилеглого силуету. Поєднання двох кольорів та вишивки робить цей виріб особливо нарядним. Горловина кругла, оздоблена вишитою смужкою. Рукав короткий, спідниця пряма.;Офісний;Вишивка/Рішельє;Прилеглий;Середня;Короткий;100% льон;52;1390;0798-908.jpg,0798-908-2.jpg;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Міський романс
0798/54/908;Сукня “Корнелія” молочно-оливкова;багатоколірний;Одяг/Для жінок/Сукні;Сучасна вишукана сукня класичного стилю прилеглого силуету. Поєднання двох кольорів та вишивки робить цей виріб особливо нарядним. Горловина кругла, оздоблена вишитою смужкою. Рукав короткий, спідниця пряма.;Офісний;Вишивка/Рішельє;Прилеглий;Середня;Короткий;100% льон;54;1390;0798-908.jpg,0798-908-2.jpg;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Міський романс
0798/42/753;Сукня “Корнелія” біло-бірюзова;багатоколірний;Одяг/Для жінок/Сукні;Сучасна вишукана сукня класичного стилю прилеглого силуету. Поєднання двох кольорів та вишивки робить цей виріб особливо нарядним. Горловина кругла, оздоблена вишитою смужкою. Рукав короткий, спідниця пряма.;Офісний;Вишивка/Рішельє;Прилеглий;Середня;Короткий;100% льон;42;1390;0798-753.jpg,0798-753-2.jpg;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Міський романс
0798/44/753;Сукня “Корнелія” біло-бірюзова;багатоколірний;Одяг/Для жінок/Сукні;Сучасна вишукана сукня класичного стилю прилеглого силуету. Поєднання двох кольорів та вишивки робить цей виріб особливо нарядним. Горловина кругла, оздоблена вишитою смужкою. Рукав короткий, спідниця пряма.;Офісний;Вишивка/Рішельє;Прилеглий;Середня;Короткий;100% льон;44;1390;0798-753.jpg,0798-753-2.jpg;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Міський романс
0798/46/753;Сукня “Корнелія” біло-бірюзова;багатоколірний;Одяг/Для жінок/Сукні;Сучасна вишукана сукня класичного стилю прилеглого силуету. Поєднання двох кольорів та вишивки робить цей виріб особливо нарядним. Горловина кругла, оздоблена вишитою смужкою. Рукав короткий, спідниця пряма.;Офісний;Вишивка/Рішельє;Прилеглий;Середня;Короткий;100% льон;46;1390;0798-753.jpg,0798-753-2.jpg;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Міський романс
0798/48/753;Сукня “Корнелія” біло-бірюзова;багатоколірний;Одяг/Для жінок/Сукні;Сучасна вишукана сукня класичного стилю прилеглого силуету. Поєднання двох кольорів та вишивки робить цей виріб особливо нарядним. Горловина кругла, оздоблена вишитою смужкою. Рукав короткий, спідниця пряма.;Офісний;Вишивка/Рішельє;Прилеглий;Середня;Короткий;100% льон;48;1390;0798-753.jpg,0798-753-2.jpg;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Міський романс
0798/50/753;Сукня “Корнелія” біло-бірюзова;багатоколірний;Одяг/Для жінок/Сукні;Сучасна вишукана сукня класичного стилю прилеглого силуету. Поєднання двох кольорів та вишивки робить цей виріб особливо нарядним. Горловина кругла, оздоблена вишитою смужкою. Рукав короткий, спідниця пряма.;Офісний;Вишивка/Рішельє;Прилеглий;Середня;Короткий;100% льон;50;1390;0798-753.jpg,0798-753-2.jpg;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Міський романс
0798/52/753;Сукня “Корнелія” біло-бірюзова;багатоколірний;Одяг/Для жінок/Сукні;Сучасна вишукана сукня класичного стилю прилеглого силуету. Поєднання двох кольорів та вишивки робить цей виріб особливо нарядним. Горловина кругла, оздоблена вишитою смужкою. Рукав короткий, спідниця пряма.;Офісний;Вишивка/Рішельє;Прилеглий;Середня;Короткий;100% льон;52;1390;0798-753.jpg,0798-753-2.jpg;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Міський романс
0798/54/753;Сукня “Корнелія” біло-бірюзова;багатоколірний;Одяг/Для жінок/Сукні;Сучасна вишукана сукня класичного стилю прилеглого силуету. Поєднання двох кольорів та вишивки робить цей виріб особливо нарядним. Горловина кругла, оздоблена вишитою смужкою. Рукав короткий, спідниця пряма.;Офісний;Вишивка/Рішельє;Прилеглий;Середня;Короткий;100% льон;54;1390;0798-753.jpg,0798-753-2.jpg;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Міський романс
0825/48/1309;Сукня “Тереза” червона;червоний;Одяг/Для жінок/Сукні;Сучасна сукня з вишивкою на бічних частинах, класичного стилю. Пропонується у великих розмірах. У бічних швах розташовані кишені, рукав суцільнокроєний, силует прямий, горловина кругла, без коміра. Довжина виробу в розмірах 48-52: 96 см, в розмірах 54-60: 100 см.;Міський(Стріт);Вишивка/Рішельє;Прямий;Середня;Короткий;100% льон;48;1390;0825-1309.jpg,0825-1309-1.jpg;Літо 2017;Вишитий одяг;Квіти,Міський романс
0825/50/1309;Сукня “Тереза” червона;червоний;Одяг/Для жінок/Сукні;Сучасна сукня з вишивкою на бічних частинах, класичного стилю. Пропонується у великих розмірах. У бічних швах розташовані кишені, рукав суцільнокроєний, силует прямий, горловина кругла, без коміра. Довжина виробу в розмірах 48-52: 96 см, в розмірах 54-60: 100 см.;Міський(Стріт);Вишивка/Рішельє;Прямий;Середня;Короткий;100% льон;50;1390;0825-1309.jpg,0825-1309-1.jpg;Літо 2017;Вишитий одяг;Квіти,Міський романс
0825/52/1309;Сукня “Тереза” червона;червоний;Одяг/Для жінок/Сукні;Сучасна сукня з вишивкою на бічних частинах, класичного стилю. Пропонується у великих розмірах. У бічних швах розташовані кишені, рукав суцільнокроєний, силует прямий, горловина кругла, без коміра. Довжина виробу в розмірах 48-52: 96 см, в розмірах 54-60: 100 см.;Міський(Стріт);Вишивка/Рішельє;Прямий;Середня;Короткий;100% льон;52;1390;0825-1309.jpg,0825-1309-1.jpg;Літо 2017;Вишитий одяг;Квіти,Міський романс
