Артикул;Название;Цвет;Категория;Описание;Состав;Размер;Цена;Изображение;Основной цвет;Коллекция;Группа;Тема;Название акции;Скидка
0662/44/495;Сукня «Тріумф»;жовта;Одяг/Сукні;Плаття класичного стилю, прилеглого силуету без рукавів. Горловина без коміра, круглої форми. По переду розташовані рельєфи і середній шов. Оздоблення - вишивка квіткових мотивів. Довжина виробу в розмірах 84-96 - 92 см., 100-108 - 96 см.;Льон 100%;;1390;P1200114.JPG;;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Урочиста подія;Знижка;690
0662/46/495;Сукня «Тріумф»;жовта;Одяг/Сукні;Плаття класичного стилю, прилеглого силуету без рукавів. Горловина без коміра, круглої форми. По переду розташовані рельєфи і середній шов. Оздоблення - вишивка квіткових мотивів. Довжина виробу в розмірах 84-96 - 92 см., 100-108 - 96 см.;Льон 100%;;1390;P1200114.JPG;;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Урочиста подія;Знижка;690
0662/48/495;Сукня «Тріумф»;жовта;Одяг/Сукні;Плаття класичного стилю, прилеглого силуету без рукавів. Горловина без коміра, круглої форми. По переду розташовані рельєфи і середній шов. Оздоблення - вишивка квіткових мотивів. Довжина виробу в розмірах 84-96 - 92 см., 100-108 - 96 см.;Льон 100%;;1390;P1200114.JPG;;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Урочиста подія;Знижка;690
0662/50/495;Сукня «Тріумф»;жовта;Одяг/Сукні;Плаття класичного стилю, прилеглого силуету без рукавів. Горловина без коміра, круглої форми. По переду розташовані рельєфи і середній шов. Оздоблення - вишивка квіткових мотивів. Довжина виробу в розмірах 84-96 - 92 см., 100-108 - 96 см.;Льон 100%;;1390;P1200114.JPG;;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Урочиста подія;Знижка;690
0662/52/495;Сукня «Тріумф»;жовта;Одяг/Сукні;Плаття класичного стилю, прилеглого силуету без рукавів. Горловина без коміра, круглої форми. По переду розташовані рельєфи і середній шов. Оздоблення - вишивка квіткових мотивів. Довжина виробу в розмірах 84-96 - 92 см., 100-108 - 96 см.;Льон 100%;;1390;P1200114.JPG;;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Урочиста подія;Знижка;690
0662/54/495;Сукня «Тріумф»;жовта;Одяг/Сукні;Плаття класичного стилю, прилеглого силуету без рукавів. Горловина без коміра, круглої форми. По переду розташовані рельєфи і середній шов. Оздоблення - вишивка квіткових мотивів. Довжина виробу в розмірах 84-96 - 92 см., 100-108 - 96 см.;Льон 100%;;1390;P1200114.JPG;;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Урочиста подія;Знижка;690
0662/42/916;Сукня «Тріумф»;оливкова;Одяг/Сукні;Плаття класичного стилю, прилеглого силуету без рукавів. Горловина без коміра, круглої форми. По переду розташовані рельєфи і середній шов. Оздоблення - вишивка квіткових мотивів. Довжина виробу в розмірах 84-96 - 92 см., 100-108 - 96 см.;Льон 100%;;1390;0662-916.JPG;;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Урочиста подія;Знижка;690
0662/44/916;Сукня «Тріумф»;оливкова;Одяг/Сукні;Плаття класичного стилю, прилеглого силуету без рукавів. Горловина без коміра, круглої форми. По переду розташовані рельєфи і середній шов. Оздоблення - вишивка квіткових мотивів. Довжина виробу в розмірах 84-96 - 92 см., 100-108 - 96 см.;Льон 100%;;1390;0662-916.JPG;;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Урочиста подія;Знижка;690
0662/46/916;Сукня «Тріумф»;оливкова;Одяг/Сукні;Плаття класичного стилю, прилеглого силуету без рукавів. Горловина без коміра, круглої форми. По переду розташовані рельєфи і середній шов. Оздоблення - вишивка квіткових мотивів. Довжина виробу в розмірах 84-96 - 92 см., 100-108 - 96 см.;Льон 100%;;1390;0662-916.JPG;;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Урочиста подія;Знижка;690
0662/48/916;Сукня «Тріумф»;оливкова;Одяг/Сукні;Плаття класичного стилю, прилеглого силуету без рукавів. Горловина без коміра, круглої форми. По переду розташовані рельєфи і середній шов. Оздоблення - вишивка квіткових мотивів. Довжина виробу в розмірах 84-96 - 92 см., 100-108 - 96 см.;Льон 100%;;1390;0662-916.JPG;;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Урочиста подія;Знижка;690
0662/50/916;Сукня «Тріумф»;оливкова;Одяг/Сукні;Плаття класичного стилю, прилеглого силуету без рукавів. Горловина без коміра, круглої форми. По переду розташовані рельєфи і середній шов. Оздоблення - вишивка квіткових мотивів. Довжина виробу в розмірах 84-96 - 92 см., 100-108 - 96 см.;Льон 100%;;1390;0662-916.JPG;;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Урочиста подія;Знижка;690
0662/52/916;Сукня «Тріумф»;оливкова;Одяг/Сукні;Плаття класичного стилю, прилеглого силуету без рукавів. Горловина без коміра, круглої форми. По переду розташовані рельєфи і середній шов. Оздоблення - вишивка квіткових мотивів. Довжина виробу в розмірах 84-96 - 92 см., 100-108 - 96 см.;Льон 100%;;1390;0662-916.JPG;;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Урочиста подія;Знижка;690
0662/54/916;Сукня «Тріумф»;оливкова;Одяг/Сукні;Плаття класичного стилю, прилеглого силуету без рукавів. Горловина без коміра, круглої форми. По переду розташовані рельєфи і середній шов. Оздоблення - вишивка квіткових мотивів. Довжина виробу в розмірах 84-96 - 92 см., 100-108 - 96 см.;Льон 100%;;1390;0662-916.JPG;;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Урочиста подія;Знижка;690
0662/42/753;Сукня «Тріумф»;бірюзова;Одяг/Сукні;Плаття класичного стилю, прилеглого силуету без рукавів. Горловина без коміра, круглої форми. По переду розташовані рельєфи і середній шов. Оздоблення - вишивка квіткових мотивів. Довжина виробу в розмірах 84-96 - 92 см., 100-108 - 96 см.;Льон 100%;;1390;0662-753.JPG;;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Урочиста подія;Знижка;690
0662/44/753;Сукня «Тріумф»;бірюзова;Одяг/Сукні;Плаття класичного стилю, прилеглого силуету без рукавів. Горловина без коміра, круглої форми. По переду розташовані рельєфи і середній шов. Оздоблення - вишивка квіткових мотивів. Довжина виробу в розмірах 84-96 - 92 см., 100-108 - 96 см.;Льон 100%;;1390;0662-753.JPG;;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Урочиста подія;Знижка;690
0662/46/753;Сукня «Тріумф»;бірюзова;Одяг/Сукні;Плаття класичного стилю, прилеглого силуету без рукавів. Горловина без коміра, круглої форми. По переду розташовані рельєфи і середній шов. Оздоблення - вишивка квіткових мотивів. Довжина виробу в розмірах 84-96 - 92 см., 100-108 - 96 см.;Льон 100%;;1390;0662-753.JPG;;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Урочиста подія;Знижка;690
0662/48/753;Сукня «Тріумф»;бірюзова;Одяг/Сукні;Плаття класичного стилю, прилеглого силуету без рукавів. Горловина без коміра, круглої форми. По переду розташовані рельєфи і середній шов. Оздоблення - вишивка квіткових мотивів. Довжина виробу в розмірах 84-96 - 92 см., 100-108 - 96 см.;Льон 100%;;1390;0662-753.JPG;;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Урочиста подія;Знижка;690
0662/50/753;Сукня «Тріумф»;бірюзова;Одяг/Сукні;Плаття класичного стилю, прилеглого силуету без рукавів. Горловина без коміра, круглої форми. По переду розташовані рельєфи і середній шов. Оздоблення - вишивка квіткових мотивів. Довжина виробу в розмірах 84-96 - 92 см., 100-108 - 96 см.;Льон 100%;;1390;0662-753.JPG;;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Урочиста подія;Знижка;690
0662/52/753;Сукня «Тріумф»;бірюзова;Одяг/Сукні;Плаття класичного стилю, прилеглого силуету без рукавів. Горловина без коміра, круглої форми. По переду розташовані рельєфи і середній шов. Оздоблення - вишивка квіткових мотивів. Довжина виробу в розмірах 84-96 - 92 см., 100-108 - 96 см.;Льон 100%;;1390;0662-753.JPG;;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Урочиста подія;Знижка;690
0662/54/753;Сукня «Тріумф»;бірюзова;Одяг/Сукні;Плаття класичного стилю, прилеглого силуету без рукавів. Горловина без коміра, круглої форми. По переду розташовані рельєфи і середній шов. Оздоблення - вишивка квіткових мотивів. Довжина виробу в розмірах 84-96 - 92 см., 100-108 - 96 см.;Льон 100%;;1390;0662-753.JPG;;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Урочиста подія;Знижка;690
0824/42/753;Сукня “Флоріда”;бірюзова;Одяг/Сукні;Сучасна сукня, прямого силуету, з вишивкою морських мотивів по низу. В бічних швах розташовані внутрішні кишені. По спинці розташована застібка у вигляді планки, яка застібається на петлі та ґудзики. Довжина рукава 10 см. Довжина сукні по спинці в розмірах 42-48 – 87 см., в розмірах 50-56 – 92 см.;Льон 100%;;1390;0824-753.jpg,0824-753-1.jpg;;Літо 2017;Вишитий одяг;Квіти,Міський романс,Симфонія квітів;;
0824/44/753;Сукня “Флоріда”;бірюзова;Одяг/Сукні;Сучасна сукня, прямого силуету, з вишивкою морських мотивів по низу. В бічних швах розташовані внутрішні кишені. По спинці розташована застібка у вигляді планки, яка застібається на петлі та ґудзики. Довжина рукава 10 см. Довжина сукні по спинці в розмірах 42-48 – 87 см., в розмірах 50-56 – 92 см.;Льон 100%;;1390;0824-753.jpg,0824-753-1.jpg;;Літо 2017;Вишитий одяг;Квіти,Міський романс,Симфонія квітів;;
0824/46/753;Сукня “Флоріда”;бірюзова;Одяг/Сукні;Сучасна сукня, прямого силуету, з вишивкою морських мотивів по низу. В бічних швах розташовані внутрішні кишені. По спинці розташована застібка у вигляді планки, яка застібається на петлі та ґудзики. Довжина рукава 10 см. Довжина сукні по спинці в розмірах 42-48 – 87 см., в розмірах 50-56 – 92 см.;Льон 100%;;1390;0824-753.jpg,0824-753-1.jpg;;Літо 2017;Вишитий одяг;Квіти,Міський романс,Симфонія квітів;;
0824/48/753;Сукня “Флоріда”;бірюзова;Одяг/Сукні;Сучасна сукня, прямого силуету, з вишивкою морських мотивів по низу. В бічних швах розташовані внутрішні кишені. По спинці розташована застібка у вигляді планки, яка застібається на петлі та ґудзики. Довжина рукава 10 см. Довжина сукні по спинці в розмірах 42-48 – 87 см., в розмірах 50-56 – 92 см.;Льон 100%;;1390;0824-753.jpg,0824-753-1.jpg;;Літо 2017;Вишитий одяг;Квіти,Міський романс,Симфонія квітів;;
0824/50/753;Сукня “Флоріда”;бірюзова;Одяг/Сукні;Сучасна сукня, прямого силуету, з вишивкою морських мотивів по низу. В бічних швах розташовані внутрішні кишені. По спинці розташована застібка у вигляді планки, яка застібається на петлі та ґудзики. Довжина рукава 10 см. Довжина сукні по спинці в розмірах 42-48 – 87 см., в розмірах 50-56 – 92 см.;Льон 100%;;1390;0824-753.jpg,0824-753-1.jpg;;Літо 2017;Вишитий одяг;Квіти,Міський романс,Симфонія квітів;;
0824/52/753;Сукня “Флоріда”;бірюзова;Одяг/Сукні;Сучасна сукня, прямого силуету, з вишивкою морських мотивів по низу. В бічних швах розташовані внутрішні кишені. По спинці розташована застібка у вигляді планки, яка застібається на петлі та ґудзики. Довжина рукава 10 см. Довжина сукні по спинці в розмірах 42-48 – 87 см., в розмірах 50-56 – 92 см.;Льон 100%;;1390;0824-753.jpg,0824-753-1.jpg;;Літо 2017;Вишитий одяг;Квіти,Міський романс,Симфонія квітів;;
0824/54/753;Сукня “Флоріда”;бірюзова;Одяг/Сукні;Сучасна сукня, прямого силуету, з вишивкою морських мотивів по низу. В бічних швах розташовані внутрішні кишені. По спинці розташована застібка у вигляді планки, яка застібається на петлі та ґудзики. Довжина рукава 10 см. Довжина сукні по спинці в розмірах 42-48 – 87 см., в розмірах 50-56 – 92 см.;Льон 100%;;1390;0824-753.jpg,0824-753-1.jpg;;Літо 2017;Вишитий одяг;Квіти,Міський романс,Симфонія квітів;;
0824/42/1279;Сукня “Флоріда”;лавандова;Одяг/Сукні;Сучасна сукня, прямого силуету, з вишивкою морських мотивів по низу. В бічних швах розташовані внутрішні кишені. По спинці розташована застібка у вигляді планки, яка застібається на петлі та ґудзики. Довжина рукава 10 см. Довжина сукні по спинці в розмірах 42-48 – 87 см., в розмірах 50-56 – 92 см.;Льон 100%;;1390;0824-1279.jpg,0824-1279-1.jpg;*****;Літо 2017;Вишитий одяг;Квіти,Міський романс,Симфонія квітів;;
0824/44/1279;Сукня “Флоріда”;лавандова;Одяг/Сукні;Сучасна сукня, прямого силуету, з вишивкою морських мотивів по низу. В бічних швах розташовані внутрішні кишені. По спинці розташована застібка у вигляді планки, яка застібається на петлі та ґудзики. Довжина рукава 10 см. Довжина сукні по спинці в розмірах 42-48 – 87 см., в розмірах 50-56 – 92 см.;Льон 100%;;1390;0824-1279.jpg,0824-1279-1.jpg;;Літо 2017;Вишитий одяг;Квіти,Міський романс,Симфонія квітів;;
0824/46/1279;Сукня “Флоріда”;лавандова;Одяг/Сукні;Сучасна сукня, прямого силуету, з вишивкою морських мотивів по низу. В бічних швах розташовані внутрішні кишені. По спинці розташована застібка у вигляді планки, яка застібається на петлі та ґудзики. Довжина рукава 10 см. Довжина сукні по спинці в розмірах 42-48 – 87 см., в розмірах 50-56 – 92 см.;Льон 100%;;1390;0824-1279.jpg,0824-1279-1.jpg;;Літо 2017;Вишитий одяг;Квіти,Міський романс,Симфонія квітів;;
0824/48/1279;Сукня “Флоріда”;лавандова;Одяг/Сукні;Сучасна сукня, прямого силуету, з вишивкою морських мотивів по низу. В бічних швах розташовані внутрішні кишені. По спинці розташована застібка у вигляді планки, яка застібається на петлі та ґудзики. Довжина рукава 10 см. Довжина сукні по спинці в розмірах 42-48 – 87 см., в розмірах 50-56 – 92 см.;Льон 100%;;1390;0824-1279.jpg,0824-1279-1.jpg;;Літо 2017;Вишитий одяг;Квіти,Міський романс,Симфонія квітів;;
0824/50/1279;Сукня “Флоріда”;лавандова;Одяг/Сукні;Сучасна сукня, прямого силуету, з вишивкою морських мотивів по низу. В бічних швах розташовані внутрішні кишені. По спинці розташована застібка у вигляді планки, яка застібається на петлі та ґудзики. Довжина рукава 10 см. Довжина сукні по спинці в розмірах 42-48 – 87 см., в розмірах 50-56 – 92 см.;Льон 100%;;1390;0824-1279.jpg,0824-1279-1.jpg;;Літо 2017;Вишитий одяг;Квіти,Міський романс,Симфонія квітів;;
0824/52/1279;Сукня “Флоріда”;лавандова;Одяг/Сукні;Сучасна сукня, прямого силуету, з вишивкою морських мотивів по низу. В бічних швах розташовані внутрішні кишені. По спинці розташована застібка у вигляді планки, яка застібається на петлі та ґудзики. Довжина рукава 10 см. Довжина сукні по спинці в розмірах 42-48 – 87 см., в розмірах 50-56 – 92 см.;Льон 100%;;1390;0824-1279.jpg,0824-1279-1.jpg;;Літо 2017;Вишитий одяг;Квіти,Міський романс,Симфонія квітів;;
0824/54/1279;Сукня “Флоріда”;лавандова;Одяг/Сукні;Сучасна сукня, прямого силуету, з вишивкою морських мотивів по низу. В бічних швах розташовані внутрішні кишені. По спинці розташована застібка у вигляді планки, яка застібається на петлі та ґудзики. Довжина рукава 10 см. Довжина сукні по спинці в розмірах 42-48 – 87 см., в розмірах 50-56 – 92 см.;Льон 100%;;1390;0824-1279.jpg,0824-1279-1.jpg;;Літо 2017;Вишитий одяг;Квіти,Міський романс,Симфонія квітів;;
0824/42/101;Сукня “Флоріда”;біла;Одяг/Сукні;Сучасна сукня, прямого силуету, з вишивкою морських мотивів по низу. В бічних швах розташовані внутрішні кишені. По спинці розташована застібка у вигляді планки, яка застібається на петлі та ґудзики. Довжина рукава 10 см. Довжина сукні по спинці в розмірах 42-48 – 87 см., в розмірах 50-56 – 92 см.;Льон 100%;;1390;0824-101-1.jpg,0824-101.jpg;;Літо 2017;Вишитий одяг;Квіти,Міський романс,Симфонія квітів;;
0824/44/101;Сукня “Флоріда”;біла;Одяг/Сукні;Сучасна сукня, прямого силуету, з вишивкою морських мотивів по низу. В бічних швах розташовані внутрішні кишені. По спинці розташована застібка у вигляді планки, яка застібається на петлі та ґудзики. Довжина рукава 10 см. Довжина сукні по спинці в розмірах 42-48 – 87 см., в розмірах 50-56 – 92 см.;Льон 100%;;1390;0824-101-1.jpg,0824-101.jpg;;Літо 2017;Вишитий одяг;Квіти,Міський романс,Симфонія квітів;;
0824/46/101;Сукня “Флоріда”;біла;Одяг/Сукні;Сучасна сукня, прямого силуету, з вишивкою морських мотивів по низу. В бічних швах розташовані внутрішні кишені. По спинці розташована застібка у вигляді планки, яка застібається на петлі та ґудзики. Довжина рукава 10 см. Довжина сукні по спинці в розмірах 42-48 – 87 см., в розмірах 50-56 – 92 см.;Льон 100%;;1390;0824-101-1.jpg,0824-101.jpg;;Літо 2017;Вишитий одяг;Квіти,Міський романс,Симфонія квітів;;
0824/48/101;Сукня “Флоріда”;біла;Одяг/Сукні;Сучасна сукня, прямого силуету, з вишивкою морських мотивів по низу. В бічних швах розташовані внутрішні кишені. По спинці розташована застібка у вигляді планки, яка застібається на петлі та ґудзики. Довжина рукава 10 см. Довжина сукні по спинці в розмірах 42-48 – 87 см., в розмірах 50-56 – 92 см.;Льон 100%;;1390;0824-101-1.jpg,0824-101.jpg;;Літо 2017;Вишитий одяг;Квіти,Міський романс,Симфонія квітів;;
0824/50/101;Сукня “Флоріда”;біла;Одяг/Сукні;Сучасна сукня, прямого силуету, з вишивкою морських мотивів по низу. В бічних швах розташовані внутрішні кишені. По спинці розташована застібка у вигляді планки, яка застібається на петлі та ґудзики. Довжина рукава 10 см. Довжина сукні по спинці в розмірах 42-48 – 87 см., в розмірах 50-56 – 92 см.;Льон 100%;;1390;0824-101-1.jpg,0824-101.jpg;;Літо 2017;Вишитий одяг;Квіти,Міський романс,Симфонія квітів;;
0824/52/101;Сукня “Флоріда”;біла;Одяг/Сукні;Сучасна сукня, прямого силуету, з вишивкою морських мотивів по низу. В бічних швах розташовані внутрішні кишені. По спинці розташована застібка у вигляді планки, яка застібається на петлі та ґудзики. Довжина рукава 10 см. Довжина сукні по спинці в розмірах 42-48 – 87 см., в розмірах 50-56 – 92 см.;Льон 100%;;1390;0824-101-1.jpg,0824-101.jpg;;Літо 2017;Вишитий одяг;Квіти,Міський романс,Симфонія квітів;;
0824/54/101;Сукня “Флоріда”;біла;Одяг/Сукні;Сучасна сукня, прямого силуету, з вишивкою морських мотивів по низу. В бічних швах розташовані внутрішні кишені. По спинці розташована застібка у вигляді планки, яка застібається на петлі та ґудзики. Довжина рукава 10 см. Довжина сукні по спинці в розмірах 42-48 – 87 см., в розмірах 50-56 – 92 см.;Льон 100%;;1390;0824-101-1.jpg,0824-101.jpg;;Літо 2017;Вишитий одяг;Квіти,Міський романс,Симфонія квітів;;
0824/42/1309;Сукня “Флоріда”;червона;Одяг/Сукні;Сучасна сукня, прямого силуету, з вишивкою морських мотивів по низу. В бічних швах розташовані внутрішні кишені. По спинці розташована застібка у вигляді планки, яка застібається на петлі та ґудзики. Довжина рукава 10 см. Довжина сукні по спинці в розмірах 42-48 – 87 см., в розмірах 50-56 – 92 см.;Льон 100%;;1390;0824-1309.jpg,0824-1309-1.jpg;;Літо 2017;Вишитий одяг;Квіти,Міський романс,Симфонія квітів;;
0824/44/1309;Сукня “Флоріда”;червона;Одяг/Сукні;Сучасна сукня, прямого силуету, з вишивкою морських мотивів по низу. В бічних швах розташовані внутрішні кишені. По спинці розташована застібка у вигляді планки, яка застібається на петлі та ґудзики. Довжина рукава 10 см. Довжина сукні по спинці в розмірах 42-48 – 87 см., в розмірах 50-56 – 92 см.;Льон 100%;;1390;0824-1309.jpg,0824-1309-1.jpg;;Літо 2017;Вишитий одяг;Квіти,Міський романс,Симфонія квітів;;
0824/46/1309;Сукня “Флоріда”;червона;Одяг/Сукні;Сучасна сукня, прямого силуету, з вишивкою морських мотивів по низу. В бічних швах розташовані внутрішні кишені. По спинці розташована застібка у вигляді планки, яка застібається на петлі та ґудзики. Довжина рукава 10 см. Довжина сукні по спинці в розмірах 42-48 – 87 см., в розмірах 50-56 – 92 см.;Льон 100%;;1390;0824-1309.jpg,0824-1309-1.jpg;;Літо 2017;Вишитий одяг;Квіти,Міський романс,Симфонія квітів;;
0824/48/1309;Сукня “Флоріда”;червона;Одяг/Сукні;Сучасна сукня, прямого силуету, з вишивкою морських мотивів по низу. В бічних швах розташовані внутрішні кишені. По спинці розташована застібка у вигляді планки, яка застібається на петлі та ґудзики. Довжина рукава 10 см. Довжина сукні по спинці в розмірах 42-48 – 87 см., в розмірах 50-56 – 92 см.;Льон 100%;;1390;0824-1309.jpg,0824-1309-1.jpg;;Літо 2017;Вишитий одяг;Квіти,Міський романс,Симфонія квітів;;
0824/50/1309;Сукня “Флоріда”;червона;Одяг/Сукні;Сучасна сукня, прямого силуету, з вишивкою морських мотивів по низу. В бічних швах розташовані внутрішні кишені. По спинці розташована застібка у вигляді планки, яка застібається на петлі та ґудзики. Довжина рукава 10 см. Довжина сукні по спинці в розмірах 42-48 – 87 см., в розмірах 50-56 – 92 см.;Льон 100%;;1390;0824-1309.jpg,0824-1309-1.jpg;;Літо 2017;Вишитий одяг;Квіти,Міський романс,Симфонія квітів;;
0824/52/1309;Сукня “Флоріда”;червона;Одяг/Сукні;Сучасна сукня, прямого силуету, з вишивкою морських мотивів по низу. В бічних швах розташовані внутрішні кишені. По спинці розташована застібка у вигляді планки, яка застібається на петлі та ґудзики. Довжина рукава 10 см. Довжина сукні по спинці в розмірах 42-48 – 87 см., в розмірах 50-56 – 92 см.;Льон 100%;;1390;0824-1309.jpg,0824-1309-1.jpg;;Літо 2017;Вишитий одяг;Квіти,Міський романс,Симфонія квітів;;
0824/54/1309;Сукня “Флоріда”;червона;Одяг/Сукні;Сучасна сукня, прямого силуету, з вишивкою морських мотивів по низу. В бічних швах розташовані внутрішні кишені. По спинці розташована застібка у вигляді планки, яка застібається на петлі та ґудзики. Довжина рукава 10 см. Довжина сукні по спинці в розмірах 42-48 – 87 см., в розмірах 50-56 – 92 см.;Льон 100%;;1390;0824-1309.jpg,0824-1309-1.jpg;;Літо 2017;Вишитий одяг;Квіти,Міський романс,Симфонія квітів;;
0785/42/1367;Сукня “Перлина”;темно-синя;Одяг/Сукні;Класична офісна сукня прилеглого силуету. По талії та низу спідниці розташована квіткова вишивка. Застібка «блискавка» розташована на спинці. Сукня без коміру та рукавів. Довжина сукні в розмірах 42-48 – 95см, 50-54 – 99 см.;Льон 100%;;1390;0785-1367.jpg,0785-1367-1.jpg;*****;Літо 2017;Вишитий одяг;Квіти,Міський романс,Симфонія квітів;;
0785/44/1367;Сукня “Перлина”;темно-синя;Одяг/Сукні;Класична офісна сукня прилеглого силуету. По талії та низу спідниці розташована квіткова вишивка. Застібка «блискавка» розташована на спинці. Сукня без коміру та рукавів. Довжина сукні в розмірах 42-48 – 95см, 50-54 – 99 см.;Льон 100%;;1390;0785-1367.jpg,0785-1367-1.jpg;;Літо 2017;Вишитий одяг;Квіти,Міський романс,Симфонія квітів;;
0785/46/1367;Сукня “Перлина”;темно-синя;Одяг/Сукні;Класична офісна сукня прилеглого силуету. По талії та низу спідниці розташована квіткова вишивка. Застібка «блискавка» розташована на спинці. Сукня без коміру та рукавів. Довжина сукні в розмірах 42-48 – 95см, 50-54 – 99 см.;Льон 100%;;1390;0785-1367.jpg,0785-1367-1.jpg;;Літо 2017;Вишитий одяг;Квіти,Міський романс,Симфонія квітів;;
0785/48/1367;Сукня “Перлина”;темно-синя;Одяг/Сукні;Класична офісна сукня прилеглого силуету. По талії та низу спідниці розташована квіткова вишивка. Застібка «блискавка» розташована на спинці. Сукня без коміру та рукавів. Довжина сукні в розмірах 42-48 – 95см, 50-54 – 99 см.;Льон 100%;;1390;0785-1367.jpg,0785-1367-1.jpg;;Літо 2017;Вишитий одяг;Квіти,Міський романс,Симфонія квітів;;
0785/50/1367;Сукня “Перлина”;темно-синя;Одяг/Сукні;Класична офісна сукня прилеглого силуету. По талії та низу спідниці розташована квіткова вишивка. Застібка «блискавка» розташована на спинці. Сукня без коміру та рукавів. Довжина сукні в розмірах 42-48 – 95см, 50-54 – 99 см.;Льон 100%;;1390;0785-1367.jpg,0785-1367-1.jpg;;Літо 2017;Вишитий одяг;Квіти,Міський романс,Симфонія квітів;;
0785/52/1367;Сукня “Перлина”;темно-синя;Одяг/Сукні;Класична офісна сукня прилеглого силуету. По талії та низу спідниці розташована квіткова вишивка. Застібка «блискавка» розташована на спинці. Сукня без коміру та рукавів. Довжина сукні в розмірах 42-48 – 95см, 50-54 – 99 см.;Льон 100%;;1390;0785-1367.jpg,0785-1367-1.jpg;;Літо 2017;Вишитий одяг;Квіти,Міський романс,Симфонія квітів;;
0785/54/1367;Сукня “Перлина”;темно-синя;Одяг/Сукні;Класична офісна сукня прилеглого силуету. По талії та низу спідниці розташована квіткова вишивка. Застібка «блискавка» розташована на спинці. Сукня без коміру та рукавів. Довжина сукні в розмірах 42-48 – 95см, 50-54 – 99 см.;Льон 100%;;1390;0785-1367.jpg,0785-1367-1.jpg;;Літо 2017;Вишитий одяг;Квіти,Міський романс,Симфонія квітів;;
0785/42/325;Сукня “Перлина”;малинова;Одяг/Сукні;Класична офісна сукня прилеглого силуету. По талії та низу спідниці розташована квіткова вишивка. Застібка «блискавка» розташована на спинці. Сукня без коміру та рукавів. Довжина сукні в розмірах 42-48 – 95см, 50-54 – 99 см.;Льон 100%;;1390;0785-325-1.jpg,0785-325.jpg;;Літо 2017;Вишитий одяг;Квіти,Міський романс,Симфонія квітів;;
0785/44/325;Сукня “Перлина”;малинова;Одяг/Сукні;Класична офісна сукня прилеглого силуету. По талії та низу спідниці розташована квіткова вишивка. Застібка «блискавка» розташована на спинці. Сукня без коміру та рукавів. Довжина сукні в розмірах 42-48 – 95см, 50-54 – 99 см.;Льон 100%;;1390;0785-325-1.jpg,0785-325.jpg;;Літо 2017;Вишитий одяг;Квіти,Міський романс,Симфонія квітів;;
0785/46/325;Сукня “Перлина”;малинова;Одяг/Сукні;Класична офісна сукня прилеглого силуету. По талії та низу спідниці розташована квіткова вишивка. Застібка «блискавка» розташована на спинці. Сукня без коміру та рукавів. Довжина сукні в розмірах 42-48 – 95см, 50-54 – 99 см.;Льон 100%;;1390;0785-325-1.jpg,0785-325.jpg;;Літо 2017;Вишитий одяг;Квіти,Міський романс,Симфонія квітів;;
0785/48/325;Сукня “Перлина”;малинова;Одяг/Сукні;Класична офісна сукня прилеглого силуету. По талії та низу спідниці розташована квіткова вишивка. Застібка «блискавка» розташована на спинці. Сукня без коміру та рукавів. Довжина сукні в розмірах 42-48 – 95см, 50-54 – 99 см.;Льон 100%;;1390;0785-325-1.jpg,0785-325.jpg;;Літо 2017;Вишитий одяг;Квіти,Міський романс,Симфонія квітів;;
0785/50/325;Сукня “Перлина”;малинова;Одяг/Сукні;Класична офісна сукня прилеглого силуету. По талії та низу спідниці розташована квіткова вишивка. Застібка «блискавка» розташована на спинці. Сукня без коміру та рукавів. Довжина сукні в розмірах 42-48 – 95см, 50-54 – 99 см.;Льон 100%;;1390;0785-325-1.jpg,0785-325.jpg;;Літо 2017;Вишитий одяг;Квіти,Міський романс,Симфонія квітів;;
0785/52/325;Сукня “Перлина”;малинова;Одяг/Сукні;Класична офісна сукня прилеглого силуету. По талії та низу спідниці розташована квіткова вишивка. Застібка «блискавка» розташована на спинці. Сукня без коміру та рукавів. Довжина сукні в розмірах 42-48 – 95см, 50-54 – 99 см.;Льон 100%;;1390;0785-325-1.jpg,0785-325.jpg;;Літо 2017;Вишитий одяг;Квіти,Міський романс,Симфонія квітів;;
