Артикул;Название;Категория;Описание;Состав;Цена;Изображение;Основной цвет;Коллекция;Группа;Тема
0704/54/186;Сукня “Ромб”;Одяг/Для жінок/Сукні;Сукня класичного стилю, прямого силуету з використанням комбінації різних за кольором тканин. Рукави суцільно кроєні, низ оброблений манжетою. Горловина кругла, без коміру, оброблена обшивкою та з розрізом по спинці, який застібується на навісну петлю та ґудзик. Підрізи пілочки розташовані таким чином, що по центру утворюється деталь у вигляді ромбу. Довжина сукні – 90см в розмірах 42-46 та 94см в розмірах 48-54.;Льон 100%;1190;0707-186.JPG;;Літо 2016;;Міський романс
0704/42/310;Сукня “Ромб”;Одяг/Для жінок/Сукні;Сукня класичного стилю, прямого силуету з використанням комбінації різних за кольором тканин. Рукави суцільно кроєні, низ оброблений манжетою. Горловина кругла, без коміру, оброблена обшивкою та з розрізом по спинці, який застібується на навісну петлю та ґудзик. Підрізи пілочки розташовані таким чином, що по центру утворюється деталь у вигляді ромбу. Довжина сукні – 90см в розмірах 42-46 та 94см в розмірах 48-54.;Льон 100%;1190;0707-310.JPG;;Літо 2016;;Міський романс
0704/50/310;Сукня “Ромб”;Одяг/Для жінок/Сукні;Сукня класичного стилю, прямого силуету з використанням комбінації різних за кольором тканин. Рукави суцільно кроєні, низ оброблений манжетою. Горловина кругла, без коміру, оброблена обшивкою та з розрізом по спинці, який застібується на навісну петлю та ґудзик. Підрізи пілочки розташовані таким чином, що по центру утворюється деталь у вигляді ромбу. Довжина сукні – 90см в розмірах 42-46 та 94см в розмірах 48-54.;Льон 100%;1190;0707-310.JPG;;Літо 2016;;Міський романс
0704/52/310;Сукня “Ромб”;Одяг/Для жінок/Сукні;Сукня класичного стилю, прямого силуету з використанням комбінації різних за кольором тканин. Рукави суцільно кроєні, низ оброблений манжетою. Горловина кругла, без коміру, оброблена обшивкою та з розрізом по спинці, який застібується на навісну петлю та ґудзик. Підрізи пілочки розташовані таким чином, що по центру утворюється деталь у вигляді ромбу. Довжина сукні – 90см в розмірах 42-46 та 94см в розмірах 48-54.;Льон 100%;1190;0707-310.JPG;;Літо 2016;;Міський романс
0704/54/310;Сукня “Ромб”;Одяг/Для жінок/Сукні;Сукня класичного стилю, прямого силуету з використанням комбінації різних за кольором тканин. Рукави суцільно кроєні, низ оброблений манжетою. Горловина кругла, без коміру, оброблена обшивкою та з розрізом по спинці, який застібується на навісну петлю та ґудзик. Підрізи пілочки розташовані таким чином, що по центру утворюється деталь у вигляді ромбу. Довжина сукні – 90см в розмірах 42-46 та 94см в розмірах 48-54.;Льон 100%;1190;0707-310.JPG;;Літо 2016;;Міський романс
0704/42/898;Сукня “Ромб”;Одяг/Для жінок/Сукні;Сукня класичного стилю, прямого силуету з використанням комбінації різних за кольором тканин. Рукави суцільно кроєні, низ оброблений манжетою. Горловина кругла, без коміру, оброблена обшивкою та з розрізом по спинці, який застібується на навісну петлю та ґудзик. Підрізи пілочки розташовані таким чином, що по центру утворюється деталь у вигляді ромбу. Довжина сукні – 90см в розмірах 42-46 та 94см в розмірах 48-54.;Льон 100%;1190;0707-898.JPG;;Літо 2016;;Міський романс
0704/44/898;Сукня “Ромб”;Одяг/Для жінок/Сукні;Сукня класичного стилю, прямого силуету з використанням комбінації різних за кольором тканин. Рукави суцільно кроєні, низ оброблений манжетою. Горловина кругла, без коміру, оброблена обшивкою та з розрізом по спинці, який застібується на навісну петлю та ґудзик. Підрізи пілочки розташовані таким чином, що по центру утворюється деталь у вигляді ромбу. Довжина сукні – 90см в розмірах 42-46 та 94см в розмірах 48-54.;Льон 100%;1190;0707-898.JPG;;Літо 2016;;Міський романс
0704/46/898;Сукня “Ромб”;Одяг/Для жінок/Сукні;Сукня класичного стилю, прямого силуету з використанням комбінації різних за кольором тканин. Рукави суцільно кроєні, низ оброблений манжетою. Горловина кругла, без коміру, оброблена обшивкою та з розрізом по спинці, який застібується на навісну петлю та ґудзик. Підрізи пілочки розташовані таким чином, що по центру утворюється деталь у вигляді ромбу. Довжина сукні – 90см в розмірах 42-46 та 94см в розмірах 48-54.;Льон 100%;1190;0707-898.JPG;;Літо 2016;;Міський романс
0704/48/898;Сукня “Ромб”;Одяг/Для жінок/Сукні;Сукня класичного стилю, прямого силуету з використанням комбінації різних за кольором тканин. Рукави суцільно кроєні, низ оброблений манжетою. Горловина кругла, без коміру, оброблена обшивкою та з розрізом по спинці, який застібується на навісну петлю та ґудзик. Підрізи пілочки розташовані таким чином, що по центру утворюється деталь у вигляді ромбу. Довжина сукні – 90см в розмірах 42-46 та 94см в розмірах 48-54.;Льон 100%;1190;0707-898.JPG;;Літо 2016;;Міський романс
0704/50/898;Сукня “Ромб”;Одяг/Для жінок/Сукні;Сукня класичного стилю, прямого силуету з використанням комбінації різних за кольором тканин. Рукави суцільно кроєні, низ оброблений манжетою. Горловина кругла, без коміру, оброблена обшивкою та з розрізом по спинці, який застібується на навісну петлю та ґудзик. Підрізи пілочки розташовані таким чином, що по центру утворюється деталь у вигляді ромбу. Довжина сукні – 90см в розмірах 42-46 та 94см в розмірах 48-54.;Льон 100%;1190;0707-898.JPG;;Літо 2016;;Міський романс
0704/52/898;Сукня “Ромб”;Одяг/Для жінок/Сукні;Сукня класичного стилю, прямого силуету з використанням комбінації різних за кольором тканин. Рукави суцільно кроєні, низ оброблений манжетою. Горловина кругла, без коміру, оброблена обшивкою та з розрізом по спинці, який застібується на навісну петлю та ґудзик. Підрізи пілочки розташовані таким чином, що по центру утворюється деталь у вигляді ромбу. Довжина сукні – 90см в розмірах 42-46 та 94см в розмірах 48-54.;Льон 100%;1190;0707-898.JPG;;Літо 2016;;Міський романс
0704/54/898;Сукня “Ромб”;Одяг/Для жінок/Сукні;Сукня класичного стилю, прямого силуету з використанням комбінації різних за кольором тканин. Рукави суцільно кроєні, низ оброблений манжетою. Горловина кругла, без коміру, оброблена обшивкою та з розрізом по спинці, який застібується на навісну петлю та ґудзик. Підрізи пілочки розташовані таким чином, що по центру утворюється деталь у вигляді ромбу. Довжина сукні – 90см в розмірах 42-46 та 94см в розмірах 48-54.;Льон 100%;1190;0707-898.JPG;;Літо 2016;;Міський романс
0704/42/916;Сукня “Ромб”;Одяг/Для жінок/Сукні;Сукня класичного стилю, прямого силуету з використанням комбінації різних за кольором тканин. Рукави суцільно кроєні, низ оброблений манжетою. Горловина кругла, без коміру, оброблена обшивкою та з розрізом по спинці, який застібується на навісну петлю та ґудзик. Підрізи пілочки розташовані таким чином, що по центру утворюється деталь у вигляді ромбу. Довжина сукні – 90см в розмірах 42-46 та 94см в розмірах 48-54.;Льон 100%;1190;0707-916.JPG;;Літо 2016;;Міський романс
0704/44/916;Сукня “Ромб”;Одяг/Для жінок/Сукні;Сукня класичного стилю, прямого силуету з використанням комбінації різних за кольором тканин. Рукави суцільно кроєні, низ оброблений манжетою. Горловина кругла, без коміру, оброблена обшивкою та з розрізом по спинці, який застібується на навісну петлю та ґудзик. Підрізи пілочки розташовані таким чином, що по центру утворюється деталь у вигляді ромбу. Довжина сукні – 90см в розмірах 42-46 та 94см в розмірах 48-54.;Льон 100%;1190;0707-916.JPG;;Літо 2016;;Міський романс
0704/46/916;Сукня “Ромб”;Одяг/Для жінок/Сукні;Сукня класичного стилю, прямого силуету з використанням комбінації різних за кольором тканин. Рукави суцільно кроєні, низ оброблений манжетою. Горловина кругла, без коміру, оброблена обшивкою та з розрізом по спинці, який застібується на навісну петлю та ґудзик. Підрізи пілочки розташовані таким чином, що по центру утворюється деталь у вигляді ромбу. Довжина сукні – 90см в розмірах 42-46 та 94см в розмірах 48-54.;Льон 100%;1190;0707-916.JPG;;Літо 2016;;Міський романс
0704/48/916;Сукня “Ромб”;Одяг/Для жінок/Сукні;Сукня класичного стилю, прямого силуету з використанням комбінації різних за кольором тканин. Рукави суцільно кроєні, низ оброблений манжетою. Горловина кругла, без коміру, оброблена обшивкою та з розрізом по спинці, який застібується на навісну петлю та ґудзик. Підрізи пілочки розташовані таким чином, що по центру утворюється деталь у вигляді ромбу. Довжина сукні – 90см в розмірах 42-46 та 94см в розмірах 48-54.;Льон 100%;1190;0707-916.JPG;;Літо 2016;;Міський романс
0704/50/916;Сукня “Ромб”;Одяг/Для жінок/Сукні;Сукня класичного стилю, прямого силуету з використанням комбінації різних за кольором тканин. Рукави суцільно кроєні, низ оброблений манжетою. Горловина кругла, без коміру, оброблена обшивкою та з розрізом по спинці, який застібується на навісну петлю та ґудзик. Підрізи пілочки розташовані таким чином, що по центру утворюється деталь у вигляді ромбу. Довжина сукні – 90см в розмірах 42-46 та 94см в розмірах 48-54.;Льон 100%;1190;0707-916.JPG;;Літо 2016;;Міський романс
0704/52/916;Сукня “Ромб”;Одяг/Для жінок/Сукні;Сукня класичного стилю, прямого силуету з використанням комбінації різних за кольором тканин. Рукави суцільно кроєні, низ оброблений манжетою. Горловина кругла, без коміру, оброблена обшивкою та з розрізом по спинці, який застібується на навісну петлю та ґудзик. Підрізи пілочки розташовані таким чином, що по центру утворюється деталь у вигляді ромбу. Довжина сукні – 90см в розмірах 42-46 та 94см в розмірах 48-54.;Льон 100%;1190;0707-916.JPG;;Літо 2016;;Міський романс
0704/54/916;Сукня “Ромб”;Одяг/Для жінок/Сукні;Сукня класичного стилю, прямого силуету з використанням комбінації різних за кольором тканин. Рукави суцільно кроєні, низ оброблений манжетою. Горловина кругла, без коміру, оброблена обшивкою та з розрізом по спинці, який застібується на навісну петлю та ґудзик. Підрізи пілочки розташовані таким чином, що по центру утворюється деталь у вигляді ромбу. Довжина сукні – 90см в розмірах 42-46 та 94см в розмірах 48-54.;Льон 100%;1190;0707-916.JPG;;Літо 2016;;Міський романс
0706/42/310;Сукня “Черемош” сіра;Одяг/Для жінок/Сукні;Сукня класичного стилю прямого силуету, виготовлена з трьох видів тканини- двох контрастних за кольорами тканин та вишитого полотна. Горловина кругла, оброблена обшивкою, с застібкою по спинці на навісну петлю та ґудзик. Рукави суцільно кроєні, оброблені по низу манжетою.В бокових швах розташовані внутрішні кишені. Довжина сукні в розмірах 42-46 – 90см та в розмірах 96-54 – 94см.;Льон 100%;;0706-310.JPG;;Літо 2016;Вишитий одяг;Квіти,Міський романс
0706/46/310;Сукня “Черемош” сіра;Одяг/Для жінок/Сукні;Сукня класичного стилю прямого силуету, виготовлена з трьох видів тканини- двох контрастних за кольорами тканин та вишитого полотна. Горловина кругла, оброблена обшивкою, с застібкою по спинці на навісну петлю та ґудзик. Рукави суцільно кроєні, оброблені по низу манжетою.В бокових швах розташовані внутрішні кишені. Довжина сукні в розмірах 42-46 – 90см та в розмірах 96-54 – 94см.;Льон 100%;;0706-310.JPG;;Літо 2016;Вишитий одяг;Квіти,Міський романс
0706/50/310;Сукня “Черемош” сіра;Одяг/Для жінок/Сукні;Сукня класичного стилю прямого силуету, виготовлена з трьох видів тканини- двох контрастних за кольорами тканин та вишитого полотна. Горловина кругла, оброблена обшивкою, с застібкою по спинці на навісну петлю та ґудзик. Рукави суцільно кроєні, оброблені по низу манжетою.В бокових швах розташовані внутрішні кишені. Довжина сукні в розмірах 42-46 – 90см та в розмірах 96-54 – 94см.;Льон 100%;;0706-310.JPG;;Літо 2016;Вишитий одяг;Квіти,Міський романс
0706/52/310;Сукня “Черемош” сіра;Одяг/Для жінок/Сукні;Сукня класичного стилю прямого силуету, виготовлена з трьох видів тканини- двох контрастних за кольорами тканин та вишитого полотна. Горловина кругла, оброблена обшивкою, с застібкою по спинці на навісну петлю та ґудзик. Рукави суцільно кроєні, оброблені по низу манжетою.В бокових швах розташовані внутрішні кишені. Довжина сукні в розмірах 42-46 – 90см та в розмірах 96-54 – 94см.;Льон 100%;;0706-310.JPG;;Літо 2016;Вишитий одяг;Квіти,Міський романс
0706/42/495;Сукня “Черемош” жовта;Одяг/Для жінок/Сукні;Сукня класичного стилю прямого силуету, виготовлена з трьох видів тканини- двох контрастних за кольорами тканин та вишитого полотна. Горловина кругла, оброблена обшивкою, с застібкою по спинці на навісну петлю та ґудзик. Рукави суцільно кроєні, оброблені по низу манжетою.В бокових швах розташовані внутрішні кишені. Довжина сукні в розмірах 42-46 – 90см та в розмірах 96-54 – 94см.;Льон 100%;;0706-495.JPG;*****;Літо 2016;Вишитий одяг;Квіти,Міський романс
0706/44/495;Сукня “Черемош” жовта;Одяг/Для жінок/Сукні;Сукня класичного стилю прямого силуету, виготовлена з трьох видів тканини- двох контрастних за кольорами тканин та вишитого полотна. Горловина кругла, оброблена обшивкою, с застібкою по спинці на навісну петлю та ґудзик. Рукави суцільно кроєні, оброблені по низу манжетою.В бокових швах розташовані внутрішні кишені. Довжина сукні в розмірах 42-46 – 90см та в розмірах 96-54 – 94см.;Льон 100%;;0706-495.JPG;;Літо 2016;Вишитий одяг;Квіти,Міський романс
0706/46/495;Сукня “Черемош” жовта;Одяг/Для жінок/Сукні;Сукня класичного стилю прямого силуету, виготовлена з трьох видів тканини- двох контрастних за кольорами тканин та вишитого полотна. Горловина кругла, оброблена обшивкою, с застібкою по спинці на навісну петлю та ґудзик. Рукави суцільно кроєні, оброблені по низу манжетою.В бокових швах розташовані внутрішні кишені. Довжина сукні в розмірах 42-46 – 90см та в розмірах 96-54 – 94см.;Льон 100%;;0706-495.JPG;;Літо 2016;Вишитий одяг;Квіти,Міський романс
0706/48/495;Сукня “Черемош” жовта;Одяг/Для жінок/Сукні;Сукня класичного стилю прямого силуету, виготовлена з трьох видів тканини- двох контрастних за кольорами тканин та вишитого полотна. Горловина кругла, оброблена обшивкою, с застібкою по спинці на навісну петлю та ґудзик. Рукави суцільно кроєні, оброблені по низу манжетою.В бокових швах розташовані внутрішні кишені. Довжина сукні в розмірах 42-46 – 90см та в розмірах 96-54 – 94см.;Льон 100%;;0706-495.JPG;;Літо 2016;Вишитий одяг;Квіти,Міський романс
0706/50/495;Сукня “Черемош” жовта;Одяг/Для жінок/Сукні;Сукня класичного стилю прямого силуету, виготовлена з трьох видів тканини- двох контрастних за кольорами тканин та вишитого полотна. Горловина кругла, оброблена обшивкою, с застібкою по спинці на навісну петлю та ґудзик. Рукави суцільно кроєні, оброблені по низу манжетою.В бокових швах розташовані внутрішні кишені. Довжина сукні в розмірах 42-46 – 90см та в розмірах 96-54 – 94см.;Льон 100%;;0706-495.JPG;;Літо 2016;Вишитий одяг;Квіти,Міський романс
0706/52/495;Сукня “Черемош” жовта;Одяг/Для жінок/Сукні;Сукня класичного стилю прямого силуету, виготовлена з трьох видів тканини- двох контрастних за кольорами тканин та вишитого полотна. Горловина кругла, оброблена обшивкою, с застібкою по спинці на навісну петлю та ґудзик. Рукави суцільно кроєні, оброблені по низу манжетою.В бокових швах розташовані внутрішні кишені. Довжина сукні в розмірах 42-46 – 90см та в розмірах 96-54 – 94см.;Льон 100%;;0706-495.JPG;;Літо 2016;Вишитий одяг;Квіти,Міський романс
0706/54/495;Сукня “Черемош” жовта;Одяг/Для жінок/Сукні;Сукня класичного стилю прямого силуету, виготовлена з трьох видів тканини- двох контрастних за кольорами тканин та вишитого полотна. Горловина кругла, оброблена обшивкою, с застібкою по спинці на навісну петлю та ґудзик. Рукави суцільно кроєні, оброблені по низу манжетою.В бокових швах розташовані внутрішні кишені. Довжина сукні в розмірах 42-46 – 90см та в розмірах 96-54 – 94см.;Льон 100%;;0706-495.JPG;;Літо 2016;Вишитий одяг;Квіти,Міський романс
0706/42/898;Сукня “Черемош” зелена;Одяг/Для жінок/Сукні;Сукня класичного стилю прямого силуету, виготовлена з трьох видів тканини- двох контрастних за кольорами тканин та вишитого полотна. Горловина кругла, оброблена обшивкою, с застібкою по спинці на навісну петлю та ґудзик. Рукави суцільно кроєні, оброблені по низу манжетою.В бокових швах розташовані внутрішні кишені. Довжина сукні в розмірах 42-46 – 90см та в розмірах 96-54 – 94см.;Льон 100%;;0706-898.JPG;;Літо 2016;Вишитий одяг;Квіти,Міський романс
0706/44/898;Сукня “Черемош” зелена;Одяг/Для жінок/Сукні;Сукня класичного стилю прямого силуету, виготовлена з трьох видів тканини- двох контрастних за кольорами тканин та вишитого полотна. Горловина кругла, оброблена обшивкою, с застібкою по спинці на навісну петлю та ґудзик. Рукави суцільно кроєні, оброблені по низу манжетою.В бокових швах розташовані внутрішні кишені. Довжина сукні в розмірах 42-46 – 90см та в розмірах 96-54 – 94см.;Льон 100%;;0706-898.JPG;;Літо 2016;Вишитий одяг;Квіти,Міський романс
0706/46/898;Сукня “Черемош” зелена;Одяг/Для жінок/Сукні;Сукня класичного стилю прямого силуету, виготовлена з трьох видів тканини- двох контрастних за кольорами тканин та вишитого полотна. Горловина кругла, оброблена обшивкою, с застібкою по спинці на навісну петлю та ґудзик. Рукави суцільно кроєні, оброблені по низу манжетою.В бокових швах розташовані внутрішні кишені. Довжина сукні в розмірах 42-46 – 90см та в розмірах 96-54 – 94см.;Льон 100%;;0706-898.JPG;;Літо 2016;Вишитий одяг;Квіти,Міський романс
0706/48/898;Сукня “Черемош” зелена;Одяг/Для жінок/Сукні;Сукня класичного стилю прямого силуету, виготовлена з трьох видів тканини- двох контрастних за кольорами тканин та вишитого полотна. Горловина кругла, оброблена обшивкою, с застібкою по спинці на навісну петлю та ґудзик. Рукави суцільно кроєні, оброблені по низу манжетою.В бокових швах розташовані внутрішні кишені. Довжина сукні в розмірах 42-46 – 90см та в розмірах 96-54 – 94см.;Льон 100%;;0706-898.JPG;;Літо 2016;Вишитий одяг;Квіти,Міський романс
0706/50/898;Сукня “Черемош” зелена;Одяг/Для жінок/Сукні;Сукня класичного стилю прямого силуету, виготовлена з трьох видів тканини- двох контрастних за кольорами тканин та вишитого полотна. Горловина кругла, оброблена обшивкою, с застібкою по спинці на навісну петлю та ґудзик. Рукави суцільно кроєні, оброблені по низу манжетою.В бокових швах розташовані внутрішні кишені. Довжина сукні в розмірах 42-46 – 90см та в розмірах 96-54 – 94см.;Льон 100%;;0706-898.JPG;;Літо 2016;Вишитий одяг;Квіти,Міський романс
0706/52/898;Сукня “Черемош” зелена;Одяг/Для жінок/Сукні;Сукня класичного стилю прямого силуету, виготовлена з трьох видів тканини- двох контрастних за кольорами тканин та вишитого полотна. Горловина кругла, оброблена обшивкою, с застібкою по спинці на навісну петлю та ґудзик. Рукави суцільно кроєні, оброблені по низу манжетою.В бокових швах розташовані внутрішні кишені. Довжина сукні в розмірах 42-46 – 90см та в розмірах 96-54 – 94см.;Льон 100%;;0706-898.JPG;;Літо 2016;Вишитий одяг;Квіти,Міський романс
0706/54/898;Сукня “Черемош” зелена;Одяг/Для жінок/Сукні;Сукня класичного стилю прямого силуету, виготовлена з трьох видів тканини- двох контрастних за кольорами тканин та вишитого полотна. Горловина кругла, оброблена обшивкою, с застібкою по спинці на навісну петлю та ґудзик. Рукави суцільно кроєні, оброблені по низу манжетою.В бокових швах розташовані внутрішні кишені. Довжина сукні в розмірах 42-46 – 90см та в розмірах 96-54 – 94см.;Льон 100%;;0706-898.JPG;;Літо 2016;Вишитий одяг;Квіти,Міський романс
0734/42/101;Сукня “Магнолія” біла;Одяг/Для жінок/Сукні;Класична сукня прямого силуету з вишивкою квітів магнолії по переду. Горловина кругла, оброблена обшивкою, з застібкою на спинці на петельку та ґудзик. Рукави суцільно викроєні, по низу пришита манжета. В бокових швах знаходяться внутрішні кишені.. Довжина виробу в розмірах 42-46 – 90см. Довжина виробу в розмірах 48-54 – 94см.;Льон 100%;1100;0734-101.JPG;;Літо 2016;Вишитий одяг;Квіти,Міський романс,Симфонія квітів
0734/44/101;Сукня “Магнолія” біла;Одяг/Для жінок/Сукні;Класична сукня прямого силуету з вишивкою квітів магнолії по переду. Горловина кругла, оброблена обшивкою, з застібкою на спинці на петельку та ґудзик. Рукави суцільно викроєні, по низу пришита манжета. В бокових швах знаходяться внутрішні кишені.. Довжина виробу в розмірах 42-46 – 90см. Довжина виробу в розмірах 48-54 – 94см.;Льон 100%;1100;0734-101.JPG;;Літо 2016;Вишитий одяг;Квіти,Міський романс,Симфонія квітів
0734/46/101;Сукня “Магнолія” біла;Одяг/Для жінок/Сукні;Класична сукня прямого силуету з вишивкою квітів магнолії по переду. Горловина кругла, оброблена обшивкою, з застібкою на спинці на петельку та ґудзик. Рукави суцільно викроєні, по низу пришита манжета. В бокових швах знаходяться внутрішні кишені.. Довжина виробу в розмірах 42-46 – 90см. Довжина виробу в розмірах 48-54 – 94см.;Льон 100%;;0734-101.JPG;;Літо 2016;Вишитий одяг;Квіти,Міський романс,Симфонія квітів
0734/48/101;Сукня “Магнолія” біла;Одяг/Для жінок/Сукні;Класична сукня прямого силуету з вишивкою квітів магнолії по переду. Горловина кругла, оброблена обшивкою, з застібкою на спинці на петельку та ґудзик. Рукави суцільно викроєні, по низу пришита манжета. В бокових швах знаходяться внутрішні кишені.. Довжина виробу в розмірах 42-46 – 90см. Довжина виробу в розмірах 48-54 – 94см.;Льон 100%;;0734-101.JPG;;Літо 2016;Вишитий одяг;Квіти,Міський романс,Симфонія квітів
0734/50/101;Сукня “Магнолія” біла;Одяг/Для жінок/Сукні;Класична сукня прямого силуету з вишивкою квітів магнолії по переду. Горловина кругла, оброблена обшивкою, з застібкою на спинці на петельку та ґудзик. Рукави суцільно викроєні, по низу пришита манжета. В бокових швах знаходяться внутрішні кишені.. Довжина виробу в розмірах 42-46 – 90см. Довжина виробу в розмірах 48-54 – 94см.;Льон 100%;;0734-101.JPG;;Літо 2016;Вишитий одяг;Квіти,Міський романс,Симфонія квітів
0734/42/325;Сукня “Магнолія” фрезова;Одяг/Для жінок/Сукні;Класична сукня прямого силуету з вишивкою квітів магнолії по переду. Горловина кругла, оброблена обшивкою, з застібкою на спинці на петельку та ґудзик. Рукави суцільно викроєні, по низу пришита манжета. В бокових швах знаходяться внутрішні кишені.. Довжина виробу в розмірах 42-46 – 90см. Довжина виробу в розмірах 48-54 – 94см.;Льон 100%;;0734-325.JPG;;Літо 2016;Вишитий одяг;Квіти,Міський романс,Симфонія квітів
0734/44/325;Сукня “Магнолія” фрезова;Одяг/Для жінок/Сукні;Класична сукня прямого силуету з вишивкою квітів магнолії по переду. Горловина кругла, оброблена обшивкою, з застібкою на спинці на петельку та ґудзик. Рукави суцільно викроєні, по низу пришита манжета. В бокових швах знаходяться внутрішні кишені.. Довжина виробу в розмірах 42-46 – 90см. Довжина виробу в розмірах 48-54 – 94см.;Льон 100%;;0734-325.JPG;;Літо 2016;Вишитий одяг;Квіти,Міський романс,Симфонія квітів
0734/44/753;Сукня “Магнолія” бірюзова;Одяг/Для жінок/Сукні;Класична сукня прямого силуету з вишивкою квітів магнолії по переду. Горловина кругла, оброблена обшивкою, з застібкою на спинці на петельку та ґудзик. Рукави суцільно викроєні, по низу пришита манжета. В бокових швах знаходяться внутрішні кишені.. Довжина виробу в розмірах 42-46 – 90см. Довжина виробу в розмірах 48-54 – 94см.;Льон 100%;;0734-753.JPG;;Літо 2016;Вишитий одяг;Квіти,Міський романс,Симфонія квітів
0734/42/77;Сукня “Магнолія” світло-сіра;Одяг/Для жінок/Сукні;Класична сукня прямого силуету з вишивкою квітів магнолії по переду. Горловина кругла, оброблена обшивкою, з застібкою на спинці на петельку та ґудзик. Рукави суцільно викроєні, по низу пришита манжета. В бокових швах знаходяться внутрішні кишені.. Довжина виробу в розмірах 42-46 – 90см. Довжина виробу в розмірах 48-54 – 94см.;Льон 100%;;0734-77.JPG;*****;Літо 2016;Вишитий одяг;Квіти,Міський романс,Симфонія квітів
0734/44/77;Сукня “Магнолія” світло-сіра;Одяг/Для жінок/Сукні;Класична сукня прямого силуету з вишивкою квітів магнолії по переду. Горловина кругла, оброблена обшивкою, з застібкою на спинці на петельку та ґудзик. Рукави суцільно викроєні, по низу пришита манжета. В бокових швах знаходяться внутрішні кишені.. Довжина виробу в розмірах 42-46 – 90см. Довжина виробу в розмірах 48-54 – 94см.;Льон 100%;;0734-77.JPG;;Літо 2016;Вишитий одяг;Квіти,Міський романс,Симфонія квітів
0734/42/903;Сукня “Магнолія” малинова;Одяг/Для жінок/Сукні;Класична сукня прямого силуету з вишивкою квітів магнолії по переду. Горловина кругла, оброблена обшивкою, з застібкою на спинці на петельку та ґудзик. Рукави суцільно викроєні, по низу пришита манжета. В бокових швах знаходяться внутрішні кишені.. Довжина виробу в розмірах 42-46 – 90см. Довжина виробу в розмірах 48-54 – 94см.;Льон 100%;;0734-903.JPG;;Літо 2016;Вишитий одяг;Квіти,Міський романс,Симфонія квітів
0734/44/903;Сукня “Магнолія” малинова;Одяг/Для жінок/Сукні;Класична сукня прямого силуету з вишивкою квітів магнолії по переду. Горловина кругла, оброблена обшивкою, з застібкою на спинці на петельку та ґудзик. Рукави суцільно викроєні, по низу пришита манжета. В бокових швах знаходяться внутрішні кишені.. Довжина виробу в розмірах 42-46 – 90см. Довжина виробу в розмірах 48-54 – 94см.;Льон 100%;;0734-903.JPG;;Літо 2016;Вишитий одяг;Квіти,Міський романс,Симфонія квітів
0716/48/101;Сукня “Орнела” біла;Одяг/Для жінок/Сукні;Сукня Х-подібного силуету з вишивкою по ліфу переду та контрастною прямою бейкою по центру переду сукні. Горловина круглої форми, оброблена обшивками. Пройми оброблені контрастними за кольором обшивками. Спідниця сукні розширена до низу у формі трапеції.По середньому шву спинки розташована застібка на блискавку.По талії сукня зав`зується на довгий пасок контрастного кольору. Довжина сукні по середені спинки – 93см в розмірах 42-46 та 97см в розмірах 48-50.;Льон 100%;1190;0716-101.JPG;;Літо 2016;Вишитий одяг;Квіти,Урочиста подія,Випускний вечір
0716/50/101;Сукня “Орнела” біла;Одяг/Для жінок/Сукні;Сукня Х-подібного силуету з вишивкою по ліфу переду та контрастною прямою бейкою по центру переду сукні. Горловина круглої форми, оброблена обшивками. Пройми оброблені контрастними за кольором обшивками. Спідниця сукні розширена до низу у формі трапеції.По середньому шву спинки розташована застібка на блискавку.По талії сукня зав`зується на довгий пасок контрастного кольору. Довжина сукні по середені спинки – 93см в розмірах 42-46 та 97см в розмірах 48-50.;Льон 100%;1190;0716-101.JPG;;Літо 2016;Вишитий одяг;Квіти,Урочиста подія,Випускний вечір
