Ссылки,Первое обнаружение
http://airsoftgun.ru/phpBB/memberlist.php?start=28600&g=0&sk=b&sd=a&first_char=,2017-04-03
http://memori.ru/bookmarks/973527/?page=&perpage=100,2017-04-02
http://airsoftgun.ru/phpBB/memberlist.php?mode=searchuser&start=800&g=0&sk=c&sd=d&first_char=p,2017-04-01
http://who-is-who.ua/main/contentbook/335/62,2017-03-31
http://gameinside.ua/?act&paged=397,2017-03-31
http://www.protorrents.tk/bobrdobr/people/reznikova8888/,2017-03-30
http://www.progulka.kiev.ua/reclama/?lang=eng&go=1&rayon=&start=&search=&all=,2017-03-29
http://www.kakudate.com/modules/newbb/viewtopic.php?viewmode=thread&topic_id=1346&forum=5&post_id=2091,2017-03-29
http://www.rastem.ru/forum/profile.php?mode=viewprofile&u=3265,2017-03-28
http://www.strana-cvetov.kiev.ua/mapa/?lang=ukr&go=1&rayon=1&start=324&search=&all=1925,2017-03-27
http://www.strana-cvetov.kiev.ua/mapa/?go=1&rayon=1&lang=ukr&start=2170&all=2174,2017-03-27
http://www.strana-cvetov.kiev.ua/mapa/?go=1&rayon=1&lang=eng&start=408&all=1928,2017-03-27
http://www.macnotes.de/forums/members/jackacktapcab.30056/,2017-03-27
http://www.macnotes.de/forums/members/emammahek.30066/,2017-03-27
http://vsevesti.com/go/ru/article/id/1447828/novoj-i-dostatochno-populjarnoj-uslugoj-na-segodnja-javljaetsja-viber-rassylka.html,2017-03-27
http://nadprof.ru/forum/memberlist.php?mode=joined&order=DESC&start=2900&sid=43053d13a00bbe63e6f7d7a7227db601,2017-03-27
http://imomo.tw/phpBB/profile.php?mode=viewprofile&u=96389&sid=a93ee188969ff47eba85eb967429baab,2017-03-27
http://gorodmacterov.narod.ru/products/r/vyshivki_na_futbolkah.html,2017-03-27
http://gameinside.ua/?ui=2&ik=659364d189&view=att&th=13a6a285d37f898c&attid=0.21&disp=safe&realattid=f_h8d5qm2t20&zw&paged=395,2017-03-27
http://www.strana-cvetov.kiev.ua/mapa/?go=1&rayon=1&lang=rus&start=1&all=2289,2017-03-26
http://www.strana-cvetov.kiev.ua/mapa/?go=1&rayon=1&lang=eng&start=3&all=2289,2017-03-26
http://t-store.com.ua/?PAGEN_1=9,2017-03-26
http://t-store.com.ua/,2017-03-26
http://airsoftgun.ru/phpBB//memberlist.php?sk=m&sd=d&start=24600,2017-03-26
http://airsoftgun.ru/phpBB//memberlist.php?g=51388&sk=a&sd=a&mode=group&start=21700,2017-03-26
http://www.progulka.kiev.ua/mapa/?lang=ukr&go=1&rayon=6&start=1096&search=&all=1098,2017-03-25
http://vsevesti.com/go/ru/article/id/790628/regionalinaja-reklama-v-presse.html,2017-03-25
http://vsevesti.com/go/ru/article/id/1137937/marketing-v-internet-razbiraem-protsess-na-zapchasti.html,2017-03-25
http://www.strana-cvetov.kiev.ua/mapa/?lang=ukr&go=1&rayon=1&start=130&search=&all=1925,2017-03-24
http://www.strana-cvetov.kiev.ua/mapa/?lang=eng&go=1&rayon=1&start=973&search=&all=1925,2017-03-24
http://www.strana-cvetov.kiev.ua/mapa/?go=1&rayon=1&lang=rus&start=968&all=1925,2017-03-24
http://www.strana-cvetov.kiev.ua/mapa/?go=1&rayon=1&lang=rus&start=780&all=1925,2017-03-24
http://www.progulka.kiev.ua/reclama/?lang=ukr&go=1&rayon=&start=&search=&all=,2017-03-24
http://vsevesti.com/go/ru/article/id/505331/prodazha-telefonov-nokia.html,2017-03-24
http://vsevesti.com/go/ru/article/id/504523/narashchivanie-resnits.html,2017-03-24
http://vsevesti.com/go/ru/article/id/1413489/shveja-polisha-18000grn.html,2017-03-24
http://www.strana-cvetov.kiev.ua/mapa/?go=1&rayon=1&lang=rus&start=279&all=1925,2017-03-23
http://www.gkr.ru/companyview/61560.html,2017-03-23
http://vsevesti.com/go/ru/article/id/1447152/rezulitativnye-reklamnye-kampanii.html,2017-03-23
http://vsevesti.com/go/ru/article/id/1418225/raznorabochij-na-konservnyj-zavod-polisha-16500-grn.html,2017-03-23
http://vsevesti.com/go/ru/article/id/1418222/povar-polisha-30000-grn.html,2017-03-23
http://vsevesti.com/go/ru/article/id/1413490/karshchik-polisha-19000.html,2017-03-23
http://vsevesti.com/go/ru/article/id/1413483/raznorabochij-na-stroitelistvo-avtostrada-polisha-23000grn.html,2017-03-23
http://vsevesti.com/go/ru/article/id/1413472/rabochij-na-mjasokombinat-polisha-13000grn.html,2017-03-23
http://vsevesti.com/go/ru/article/id/1413454/operator-upakovochnyh-mashin-polisha-16500grn.html,2017-03-23
http://vsevesti.com/go/ru/article/id/1413452/rabochij-litejnoj-polisha-17000grn.html,2017-03-23
http://vsevesti.com/go/ru/article/id/1413445/traktorist-polisha-16000.html,2017-03-23
http://vsevesti.com/go/ru/article/id/1413444/voditeli-pogruzchika-polisha.html,2017-03-23
http://nadprof.ru/forum/profile.php?mode=viewprofile&u=2485&sid=fb5015a0dcb96324ad02ad415a9b73be,2017-03-23
http://www.strana-cvetov.kiev.ua/mapa/?go=1&rayon=1&lang=eng&start=407&all=1928,2017-03-22
http://www.progulka.kiev.ua/vistavka/?i=17,2017-03-22
http://imomo.tw/phpBB/profile.php?mode=viewprofile&u=96323&sid=a93ee188969ff47eba85eb967429baab,2017-03-22
http://airsoftgun.ru/phpBB//memberlist.php?start=650&first_char=p,2017-03-22
http://airsoftgun.ru/phpBB//memberlist.php?sk=a&sd=a&start=21700,2017-03-22
http://www.progulka.kiev.ua/mapa/?lang=ukr&go=1&rayon=2&start=3&search=&all=75,2017-03-21
http://who-is-who.ua/main/contentbook/335/64,2017-03-21
http://vsevesti.com/go/ru/article/id/1446541/reklama-na-monitorah-v-luchshih-biznes-tsentrah-kieva.html,2017-03-21
http://airsoftgun.ru/phpBB/memberlist.php?g=0&sk=c&sd=d&first_char=&start=18100,2017-03-21
http://www.strana-cvetov.kiev.ua/mapa/?lang=ukr&go=1&rayon=1&start=2102&search=&all=2174,2017-03-20
http://www.strana-cvetov.kiev.ua/mapa/?lang=ukr&go=1&rayon=1&start=1&search=&all=2289,2017-03-20
http://www.strana-cvetov.kiev.ua/mapa/?lang=eng&go=1&rayon=1&start=2106&search=&all=2174,2017-03-20
http://www.strana-cvetov.kiev.ua/mapa/?go=1&rayon=1&lang=ukr&start=410&all=1928,2017-03-20
http://www.placereference.com/page/%D0%A1%D0%B0%D0%BB%D0%BE%D0%BD-%D0%A1%D1%87%D0%B0%D1%81%D1%82%D1%8C%D0%B5/556131c5e841e502e3d2ec14/,2017-03-20
http://nadprof.ru/forum/memberlist.php?mode=joined&order=ASC&start=1500&sid=da3e533255cee3baa28b9bf50df5753d,2017-03-20
http://airsoftgun.ru/phpBB/memberlist.php?mode=searchuser&start=28600&g=0&sk=b&sd=a&first_char=,2017-03-20
http://airsoftgun.ru/phpBB/memberlist.php?g=0&sk=d&sd=a&start=9600,2017-03-20
http://www.strana-cvetov.kiev.ua/mapa/?lang=ukr&go=1&rayon=1&start=985&search=&all=1925,2017-03-19
http://www.strana-cvetov.kiev.ua/mapa/?lang=eng&go=1&rayon=1&start=981&search=&all=1925,2017-03-19
http://www.strana-cvetov.kiev.ua/mapa/?lang=eng&go=1&rayon=1&start=1010&search=&all=1925,2017-03-19
http://www.strana-cvetov.kiev.ua/mapa/?go=1&rayon=1&lang=rus&start=136&all=2191,2017-03-19
http://www.strana-cvetov.kiev.ua/mapa/?go=1&rayon=1&lang=eng&start=999&all=1925,2017-03-19
http://www.strana-cvetov.kiev.ua/mapa/?go=1&rayon=1&lang=eng&start=2221&all=2289,2017-03-19
http://taxiguiden.dk/forum/memberlist.php?mode=joined&order=ASC&start=132150&sid=455037d27f56e1299ab0cf65c5d01c79,2017-03-19
http://taxiguiden.dk/forum/memberlist.php?mode=joined&order=ASC&start=132050&sid=455037d27f56e1299ab0cf65c5d01c79,2017-03-19
http://www.strana-cvetov.kiev.ua/mapa/?lang=ukr&go=1&rayon=1&start=970&search=&all=1925,2017-03-18
http://www.strana-cvetov.kiev.ua/mapa/?lang=rus&go=1&rayon=1&start=373&search=&all=1928,2017-03-18
http://www.strana-cvetov.kiev.ua/mapa/?lang=rus&go=1&rayon=1&start=364&search=&all=1928,2017-03-18
http://www.strana-cvetov.kiev.ua/mapa/?go=1&rayon=1&lang=ukr&start=280&all=1925,2017-03-18
http://www.strana-cvetov.kiev.ua/mapa/?go=1&rayon=1&lang=rus&start=368&all=1928,2017-03-18
http://www.strana-cvetov.kiev.ua/mapa/?go=1&rayon=1&lang=rus&start=0&all=2174,2017-03-18
http://www.strana-cvetov.kiev.ua/mapa/?go=1&rayon=1&lang=eng&start=373&all=1928,2017-03-18
http://www.strana-cvetov.kiev.ua/mapa/?go=1&rayon=1&lang=eng&start=372&all=1928,2017-03-18
http://www.strana-cvetov.kiev.ua/mapa/?go=1&rayon=1&lang=eng&start=370&all=1928,2017-03-18
http://buonmathuot.org/member.php?6697-Roapendaddire&tab=aboutme,2017-03-18
http://buonmathuot.org/member.php?6697-Roapendaddire,2017-03-18
http://buonmathuot.org/member.php?6695-epifotiagiode&tab=aboutme,2017-03-18
http://buonmathuot.org/member.php?6695-epifotiagiode,2017-03-18
http://www.placereference.com/page/%D0%B0-%D1%81%D0%BA%D1%80%D0%B8%D0%BD-%D1%84%D1%96%D1%80%D0%BC%D0%B0-%D0%BA%D0%BF/556131dee841e502e3d2ec2e/,2017-03-17
http://motyagoth.narod.ru/mayki/k/kak_izgotovit_print_dlya_futbolki.html,2017-03-17
http://gameinside.ua/?cat=zehdhiaurxujze&paged=388,2017-03-17
https://kinh-1984.io.ua/link,2017-03-15
http://th-forum.travian.com/memberlist.php?page=1664&order=desc&sort=username,2017-03-14
http://marbella88.narod.ru/products/c/futbolki_s_vyshivkoy_na_evro.html,2017-03-12
https://rabota.ua/ua/company4536245,2017-03-08
http://www.placereference.com/page/%D0%90%D0%9D%D0%A2-%D0%90%D0%9D%D0%A2%D0%98%D0%9A%D0%92%D0%90%D0%A0%D0%9D%D0%98%D0%99-%D0%A1%D0%90%D0%9B%D0%9E%D0%9D-%D0%A2%D0%9E%D0%92/556131abe841e502e3d2ebf8/,2017-03-03
http://www.kancport.com.ua/ua/members/sites/search/page0_6.html,2017-03-02
http://www.progulka.kiev.ua/vistavka/?i=37,2017-02-28
http://www.progulka.kiev.ua/vistavka/,2017-02-26
http://confawindse.magix.net/jsf/369/pechat_na_futbolkah_kiev_olimpiyskiy.html,2017-02-23
https://yandex.ru/maps/org/a_screen/1125293931,2017-02-19
https://yandex.com.tr/harita/org/a_screen/1125293931,2017-02-19
https://rabota.ua/company4536245,2017-02-18
http://alfalaval.at.ua/publ/allweiler_nasosy_kotorym_doverjaet_mir/1-1-0-3,2017-02-17
https://vk.com/public140154205,2017-02-12
http://m.rabota.ua/company/view/4536245,2017-01-31
http://clean-serves.narod.ru/mayki/t/futbolki_kitay_kiev.html,2017-01-31
https://plus.google.com/113678816897572030325,2017-01-28
https://yandex.ru/maps/org/kompaniya_a_ckrin/1125293931,2017-01-19
http://who-is-who.ua/main/contentbook/335/127,2017-01-18
https://www.instagram.com/ascreenprint/,2017-01-12
http://www.progulka.kiev.ua/news/index.php?lang=rus&all=685&len=5&start=350,2017-01-04
http://who-is-who.ua/main/contentbook/335/65,2016-12-31
http://www.progulka.kiev.ua/vistavka/?i=10,2016-12-22
https://yandex.ua/maps/org/kompaniia_a_ckryn/1125293931,2016-12-18
http://www.progulka.kiev.ua/vistavka/?i=48,2016-12-15
http://poisk.biz.ua/reklama/reklama-v-mas-media/,2016-12-14
http://mateforum.org.ua/index.php?topic=1125.30,2016-12-11
http://www.progulka.kiev.ua/news/index.php?lang=rus&all=832&len=5&start=355,2016-12-09
http://www.progulka.kiev.ua/vistavka/?i=34,2016-12-03
http://www.strana-cvetov.kiev.ua/news/index.php?lang=rus&all=801&len=5&start=250,2016-11-28
http://www.placereference.com/page/%D0%B4%D0%B0%D1%82%D0%B0%D0%BF%D1%80%D0%B8%D0%BD%D1%82/556137f7e841e502e3d2f24e/,2016-11-22
http://maplos.com/kiev/%D1%82%D0%BA%D0%B0%D0%BD%D1%8C%20%D0%B2%D0%BE%D0%B7%D0%BB%D0%B5%20%D1%82%D0%B5%D1%80%D0%B5%D1%89%D0%B5%D0%BD%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%B0%D1%8F%2013,2016-11-22
http://gameinside.ua/?nggpage=rqxyplkmt&paged=509,2016-11-15
https://advodka.com/keyword/%D1%82%D0%BA%D0%B0%D0%BD%D0%B8%20%D0%BA%D0%B8%D0%B5%D0%B2,2016-11-08
http://bulavky.com/druk-na-futbolkah-shovkotrafaretnij-druk-na-tkanini-ta-suvenirah/,2016-11-07
http://saytopad.ru/modernizaciya-sajtov/index.html,2016-11-03
http://www.progulka.kiev.ua/mapa/?lang=eng&go=1&rayon=9&start=&search=&all=,2016-10-14
http://vasilkov.spravker.ru/shelkografiya/,2016-10-10
http://www.progulka.kiev.ua/mapa/?lang=eng,2016-10-05
http://www.faust.kiev.ua/clients.php,2016-10-03
http://www.progulka.kiev.ua/mapa/?lang=ukr,2016-09-28
http://gameinside.ua/?s=%D0%B4%D0%B5%D1%82%D0%B8+%D1%81+%D0%BE%D0%B3%D1%80%D0%B0%D0%BD%D0%B8%D1%87%D0%B5%D0%BD%D0%BD%D1%8B%D0%BC%D0%B8+%D0%B2%D0%BE%D0%B7%D0%BC%D0%BE%D0%B6%D0%BD%D0%BE%D1%81%D1%82%D1%8F%D0%BC%D0%B8+&feed=rss2,2016-09-17
http://www.progulka.kiev.ua/video/index.php?lang=rus&go=&rayon=&start=18&search=&all=27,2016-08-26
http://www.progulka.kiev.ua/audio/?lang=ukr,2016-08-14
http://www.progulka.kiev.ua/mapa/?go=1&rayon=9&lang=ukr,2016-08-09
http://www.progulka.kiev.ua/mapa/?go=1&rayon=10&lang=ukr,2016-08-09
http://www.progulka.kiev.ua/mapa/?go=1&rayon=7&lang=ukr,2016-08-07
http://www.progulka.kiev.ua/mapa/?go=1&rayon=5&lang=ukr,2016-08-07
http://www.progulka.kiev.ua/mapa/?go=1&rayon=4&lang=ukr,2016-08-07
http://www.progulka.kiev.ua/mapa/?go=1&rayon=3&lang=ukr,2016-08-07
http://www.progulka.kiev.ua/mapa/?go=1&rayon=1&lang=ukr,2016-08-07
http://www.progulka.kiev.ua/mapa/?go=1&rayon=8&lang=ukr,2016-07-21
https://www.work.ua/ua/jobs/by-company/419370/,2016-07-15
http://www.strana-cvetov.kiev.ua/mapa/?go=1&rayon=1&lang=rus,2016-07-11
https://www.work.ua/jobs/by-company/419370/,2016-07-09
http://hrestyky.com/kompyuterna-vishivka-na-odyazi-obyemna-vishivka-na-futboltsi-vishivka-na-futbolkah-kiyiv/,2016-06-29
http://www.progulka.kiev.ua/mapa/?go=1&rayon=2&lang=ukr,2016-06-24
http://www.progulka.kiev.ua/news/index.php?lang=rus&all=394&len=5&start=95,2016-06-23
http://www.progulka.kiev.ua/video/?lang=ukr,2016-06-15
http://www.progulka.kiev.ua/mapa/?go=1&rayon=6&lang=ukr,2016-06-15
http://www.progulka.kiev.ua/news/index.php?lang=rus&all=97&len=5&start=10,2016-05-31
http://print.adverman.com/old/modules/myarticles/print.php?storyid=10,2016-05-26
http://psylab.narod.ru/huddock/f/274.html,2016-05-24
http://v1.faust.net.ua/clients/cl_main.html,2016-05-21
http://ua.kompass.com/c/%D0%B0-%D1%81%D0%BA%D1%80%D0%B8%D0%BD-%D0%BA%D0%BF/ua100799/,2016-05-15
http://zapchasti-moto.narod.ru/agma/t/102.html,2016-05-07
http://games10000.narod.ru/products/t/chto_vyshit_na_futbolke.html,2016-05-07
http://www.progulka.kiev.ua/vistavka/?i=7,2016-05-04
http://www.progulka.kiev.ua/letters/?lang=ukr,2016-05-04
http://www.progulka.kiev.ua/vistavka/?i=8,2016-05-01
http://forum.ru-board.com/topic.cgi?forum=4&topic=2218,2016-05-01
http://maplos.com/kiev/%D1%82%D0%BA%D0%B0%D0%BD%D0%B8%20%D0%B2%D0%BE%D0%B7%D0%BB%D0%B5%20%D1%82%D0%B5%D1%80%D0%B5%D1%89%D0%B5%D0%BD%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%B0%D1%8F%2013,2016-04-28
http://www.progulka.kiev.ua/about/?lang=rus,2016-04-27
http://www.progulka.kiev.ua/vistavka/?i=65,2016-04-26
http://www.progulka.kiev.ua/mapa/?lang=rus,2016-04-22
http://www.progulka.kiev.ua/news/index.php?lang=rus&all=8123&len=5&start=2335,2016-04-17
http://www.krimea.kiev.ua/,2016-04-16
http://maplos.com/kiev/%D0%BF%D0%B5%D1%87%D0%B0%D1%82%D1%8C%20%D0%BD%D0%B0%20%D1%84%D1%83%D1%82%D0%B1%D0%BE%D0%BB%D0%BA%D0%B0%D1%85%20%D0%BA%D0%B8%D0%B5%D0%B2%20%D0%B2%D0%BE%D0%B7%D0%BB%D0%B5%20%D1%82%D0%B5%D1%80%D0%B5%D1%89%D0%B5%D0%BD%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%B0%D1%8F%2013,2016-04-16
http://www.progulka.kiev.ua/vistavka/?i=47,2016-04-15
http://maplos.com/kiev/%D1%88%D0%B5%D0%BB%D0%BA%D0%BE%D1%82%D1%80%D0%B0%D1%84%D0%B0%D1%80%D0%B5%D1%82%D0%BD%D0%B0%D1%8F%20%D0%BF%D0%B5%D1%87%D0%B0%D1%82%D1%8C%20%D0%B2%D0%BE%D0%B7%D0%BB%D0%B5%20%D1%82%D0%B5%D1%80%D0%B5%D1%89%D0%B5%D0%BD%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%B0%D1%8F%2013,2016-04-15
http://gameinside.ua/?p=35053,2016-04-15
http://www.mtzmaz.ru/Istoriya-Bugatti-443.html,2016-04-14
http://faust.kiev.ua/clients.php,2016-04-14
http://prapora.com/tampodruk-na-suvenirka-vigotovlennya-praporiv-kompaniya-a-screen/,2016-04-12
http://memori.qip.ru/bookmarks/7091222/,2016-04-09
http://eco-bags.com.ua/nashi_druzja.html,2016-04-08
http://www.progulka.kiev.ua/vistavka/?i=49,2016-04-07
http://read.navi-gaming.com/team_news/navidota_2_with_a_busy_schedule_today,2016-04-07
http://olov.ru/konkurs/oksumoron/news6263.php,2016-04-01
http://www.risha.kiev.ua/index2003.htm,2016-03-28
http://www.progulka.kiev.ua/vistavka/?i=50,2016-03-22
http://maplos.com/kiev/%D0%BB%D0%B5%D0%BE%D0%BD%D0%B0%D1%80%D0%B4%D0%BE%20%D0%B2%D0%BE%D0%B7%D0%BB%D0%B5%20%D0%BA%D1%80%D0%B0%D1%81%D0%BD%D0%BE%D0%B0%D1%80%D0%BC%D0%B5%D0%B9%D1%81%D0%BA%D0%B0%D1%8F%2072,2016-02-21
http://www.w201club.com/forum/index.php?showtopic=2353,2016-02-14
http://civic-club.co.ua/forum/viewtopic.php?f=7&t=20039,2016-02-06
